variant	current_module	matched_module	overlap_jaccard	eigengene_corr_raw	eigengene_corr_aligned	sign_flip	current_cor_d18O	matched_cor_d18O	current_cor_sst	matched_cor_sst	current_state_eta2	matched_state_eta2	current_mean_abs_technical	matched_mean_abs_technical	delta_d18O	delta_sst	delta_state_eta2	delta_mean_abs_technical
sample_clr_raw	pink	tan	0.457627118644068	0.561700905408003	0.561700905408003	1	-0.285137923698443	-0.422849653261901	-0.161907084550154	0.174012472217116	0.316682543706825	0.164669744025457	0.293699131389821	0.152077449274397	-0.137711729563458	0.33591955676727	-0.152012799681368	-0.141621682115423
sample_clr_raw	red	pink	0.356060606060606	0.879920238296678	0.879920238296678	1	0.103569562351165	-0.0666130618800018	-0.237720789195653	-0.159826456247807	0.198525919605756	0.132000331668858	0.351455150107721	0.277895349546433	-0.170182624231166	0.0778943329478467	-0.0665255879368986	-0.0735598005612876
sample_clr_raw	turquoise	turquoise	0.374741200828157	0.786460741823813	0.786460741823813	1	0.34997229457732	0.285213836098107	-0.355573469143668	-0.377530408418368	0.360627455593383	0.378244205732208	0.442350025522136	0.413674786622113	-0.0647584584792126	-0.0219569392747004	0.0176167501388249	-0.0286752389000221
sample_clr_raw	yellow	magenta	0.480314960629921	0.64816476798816	0.64816476798816	1	-0.23488689316227	-0.360999278672822	-0.175553146169229	-0.0786829952782714	0.720954668037857	0.368132455118671	0.36959275680589	0.16674225955371	-0.126112385510552	0.0968701508909576	-0.352822212919186	-0.20285049725218
log_depth_residualized	black	green	0.775	0.723421831154418	0.723421831154418	1	0.385829015294316	0.339409106893752	-0.00687431060133718	0.0350413198046939	0.241125130507252	0.120702344192908	0.164348849592076	0.0175944719235732	-0.0464199084005643	0.0419156304060311	-0.120422786314343	-0.146754377668503
log_depth_residualized	blue	brown	0.269565217391304	0.510950534125915	0.510950534125915	1	0.395017336092145	0.465381227664919	-0.180528382626867	0.0118635234505356	0.295151539354331	0.111608826114465	0.371023710288069	0.0718893291035962	0.0703638915727745	0.192391906077402	-0.183542713239867	-0.299134381184472
log_depth_residualized	brown	turquoise	0.579185520361991	0.635955673063853	0.635955673063853	1	0.220694514866654	0.209491630767645	-0.183968360810572	-0.0423624376716594	0.301831052690702	0.137951066752718	0.257737898878884	0.0470494249344449	-0.0112028840990097	0.141605923138913	-0.163879985937984	-0.210688473944439
log_depth_residualized	green	blue	0.836065573770492	0.692513070175164	0.692513070175164	1	0.0682246640166563	-0.0814871287938112	-0.248983611121101	-0.18794023001249	0.416610263838227	0.198994272520747	0.223831051337474	0.0566252533825831	-0.149711792810467	0.0610433811086113	-0.217615991317481	-0.167205797954891
log_depth_residualized	pink	cyan	0.627450980392157	0.720255975404158	0.720255975404158	1	-0.285137923698443	-0.251206983340239	-0.161907084550154	0.0222243903937565	0.316682543706825	0.136534530551345	0.293699131389821	0.0877218157691231	0.0339309403582039	0.184131474943911	-0.180148013155479	-0.205977315620698
log_depth_residualized	red	greenyellow	0.330357142857143	0.758079949926985	0.758079949926985	1	0.103569562351165	-0.0500905010576419	-0.237720789195653	-0.0534233571427715	0.198525919605756	0.110870767443959	0.351455150107721	0.0949451372294262	-0.153660063408807	0.184297432052882	-0.0876551521617969	-0.256510012878295
log_depth_residualized	turquoise	tan	0.0888429752066116	0.0722460054528021	0.0722460054528021	1	0.34997229457732	0.475591430712411	-0.355573469143668	0.191318125326067	0.360627455593383	0.1771057850779	0.442350025522136	0.0694566582694094	0.125619136135092	0.546891594469735	-0.183521670515483	-0.372893367252726
log_depth_residualized	yellow	pink	0.395161290322581	0.587899203227177	0.587899203227177	1	-0.23488689316227	-0.330715332469727	-0.175553146169229	-0.0174675195367546	0.720954668037857	0.349731457359889	0.36959275680589	0.0647305301968812	-0.0958284393074572	0.158085626632474	-0.371223210677969	-0.304862226609009
