sample	MEgreen	MEmagenta	MEpink	MEred	MEblue	MEturquoise	MEblack	MEbrown	MEyellow	MEgrey
LV3003046994	-0.0463527813895264	-0.0274082526804977	-0.0466096198164225	0.241385535000217	-0.0229827074334656	-0.00412630014387692	-0.0407493061750221	-0.0271154212834423	-0.0241928215507541	0.00860422432390242
LV3003046979	0.0638544490301957	0.0178297770835019	-0.0112177865438626	0.0916875802659457	0.0511734458030811	0.0396812547020895	0.0287936671706009	0.0210916441989853	-0.0128879875852299	-0.0134194176504935
LV3003046966	-0.0387481714224187	-0.0200226640786206	0.0943403105716839	0.0447746286422692	0.078661746132142	0.0488034518611187	0.0437332972434026	0.128150853313617	0.0354031763061643	-0.0262783719132751
LV3003046950	-0.0211228811108085	-0.0240236808286574	0.0542607507180251	0.029068961082352	0.0956825896114905	0.0555108951811707	0.0997709619805511	0.137779592950642	0.0741200051562692	-0.0322844752531398
LV3003046937	-0.0385430249260319	-0.0298954588238714	-0.0240914328278034	0.00470074459676634	0.0558425844596326	0.0399951573273721	0.0160737875096526	0.0401126916894188	-0.00114471693242243	-0.0261751133437918
LV3003047041	-0.00573045049081199	-0.0298954588238713	-0.0193440955476932	0.153638514909851	0.113009176987459	0.080061800465727	0.145351666964992	0.170857590278789	0.159938981122845	-0.0193715959145244
LV3003047026	-0.00952810193797004	-0.0298954588238713	-0.0466096198164225	0.336134577155072	0.0703967493523144	0.0597385099466521	0.0704204933911256	0.0595292931797394	0.0603581724618075	0.0217934626963139
LV3003047009	-0.050706401304758	-0.0298954588238713	-0.0466096198164225	0.285539981688835	0.00747404285333256	0.0169138134296334	-0.0128293933997711	-0.00714229087920003	0.0115735479042159	0.0111896004628048
LV3003046993	0.157681665152034	0.252051463055625	-0.0466096198164225	0.331858945914445	0.0679562602045515	0.0563529509481787	0.120770114678108	0.0645780194305716	0.0712185845055816	-0.012221344095764
LV3003046978	-0.0236508330739141	-0.0298954588238713	-0.0142998559278621	0.10520155846841	0.105090705317452	0.0747964951990796	0.1444898931067	0.165837417477123	0.186315269665021	0.0135444901569494
LV3003046965	0.00731174356945284	-0.00475374703977606	0.054970208107952	0.11001208361877	0.130181113924915	0.0871459941181826	0.17997996441837	0.220063199965271	0.307441411813267	-0.0199908113160933
LV3003046949	-0.019049576911568	-0.0251881251577324	-0.00908969411021356	0.0268671589492317	0.104532483333771	0.0681093429969436	0.130107371771037	0.175578933109162	0.199168750505881	-0.0133581694789005
LV3003046936	-0.0113430768412326	-0.0298954588238713	0.0179722297584122	0.0746614816876741	0.125899731409571	0.0883999990346085	0.173480211439995	0.209190715005359	0.266266391138404	-0.0242144780837142
LV3003047145	-0.0400577485493461	-0.0298954588238713	-0.0466096198164225	0.188259573836664	0.059874185786119	0.0449406210920808	0.0238972318397051	0.0459284500406964	0.00552487334348995	0.00304402601391221
LV3003047132	0.00408449770670962	0.00271748247222274	0.112988148468387	0.040106275992575	0.132246697360488	0.0924747695408174	0.182841740800801	0.221332713619929	0.294752870462589	-0.0221459516731634
LV3003047118	-0.0105759705589006	-0.0298954588238713	-0.0268490603282559	0.0162248074619734	0.102916326487454	0.0698897499186532	0.132520508364225	0.147486606795342	0.175126327413975	-0.0182205053017716
LV3003047099	-0.0467398690398708	-0.0218138932853986	-0.00136589747556135	-0.0148655552075625	0.0561784385222678	0.0369059846882375	0.0151853742376785	0.0600708109729373	0.00250735892531464	-0.0201408907492939
LV3003047071	-0.0545953687777473	-0.0222982867218957	0.108072628879444	-0.0235092256988763	0.055183866845461	0.0233511034468326	-0.0354960172756933	0.062174730510384	-0.021270126601407	-0.0181662511481616
