core	mg	al	si	p	s	cl	ar	k	ca	ti	v	cr	mn	fe	ni	cu	zn	ge	as	se	br	rb	sr	y	zr	nb	mo	sn	sb	ba	la	ce	nd	sm	eu	tm	yb	hg	pb	at	u	depth_in_core_cm	ga	ru	bi	ag	cd	te	y_bp
ST5	0	13.533333333333333	65.13333333333334	0	4.266666666666667	170.46666666666667	60.06666666666667	401.4	2368	1053.5333333333333	25.966666666666665	43.6	245.63333333333333	18646.8	41.63333333333333	37.86666666666667	62.833333333333336	4.633333333333334	2.3666666666666667	8.933333333333334	59.833333333333336	53.96666666666667	169.06666666666666	16.233333333333334	90.9	1.2	1.1666666666666667	NA	16.866666666666667	15.7	13.433333333333334	11.833333333333334	2.3	NA	26.633333333333333	49.63333333333333	NA	NA	3.6	NA	13.1	154.9	NA	NA	NA	NA	NA	NA	16327.2
ST5	0	12.666666666666666	70	3.6333333333333333	6.166666666666667	168.46666666666667	59.266666666666666	404.73333333333335	2419.5333333333333	1044.1	32.1	44.63333333333333	252.03333333333333	18712.133333333335	42.96666666666667	40.56666666666667	66.86666666666666	11.9	6.433333333333334	8.466666666666667	60.5	55.63333333333333	167.16666666666666	26.533333333333335	88.56666666666666	6.5	7.2	NA	18.3	18.366666666666667	12.6	9.8	5.733333333333333	NA	22.833333333333332	50.2	NA	NA	0	NA	11	155	NA	NA	NA	NA	NA	NA	16331
ST5	0	12.066666666666666	71.06666666666666	0	4.766666666666667	171.36666666666667	56.43333333333333	418.8	2476.4	1086.3666666666666	30.666666666666668	45.46666666666667	255.33333333333334	19036.866666666665	44.5	44.63333333333333	60.4	10.833333333333334	1.7333333333333334	6.6	62	62.4	163.36666666666667	17.166666666666668	81.36666666666666	0	0	NA	16.433333333333334	18.066666666666666	10.566666666666666	9.3	4.966666666666667	NA	18.566666666666666	45	NA	NA	2.6	NA	3.1	155.1	NA	NA	NA	NA	NA	NA	16334.6
ST5	0	12.233333333333333	69.33333333333333	1.8333333333333333	4.333333333333333	177.56666666666666	60.833333333333336	410.6333333333333	2447.4333333333334	1081.2666666666667	33.56666666666667	43.56666666666667	253.9	19025.866666666665	47.766666666666666	36.266666666666666	65.13333333333334	15.9	1	3.3	68.03333333333333	55.8	167.16666666666666	19.933333333333334	80.9	16.7	2.933333333333333	NA	19.033333333333335	13.466666666666667	13.233333333333333	12.433333333333334	2.3333333333333335	NA	30.366666666666667	54.03333333333333	NA	NA	0.8333333333333334	NA	1.6333333333333333	155.2	NA	NA	NA	NA	NA	NA	16338.199999999999
ST5	0	14.066666666666666	67.1	0	4.5	175.53333333333333	60.43333333333333	395.5	2372.6666666666665	1033.7333333333333	32.63333333333333	38.766666666666666	255.03333333333333	18887.166666666668	45.766666666666666	34.93333333333333	62.6	18.2	4.6	4.1	65.06666666666666	54.166666666666664	167.56666666666666	25.933333333333334	84.46666666666667	0	0.3333333333333333	NA	15.466666666666667	17.3	11.633333333333333	10.7	3.566666666666667	NA	27.3	47.8	NA	NA	5.2	NA	13.6	155.3	NA	NA	NA	NA	NA	NA	16341.800000000001
ST5	0	13.8	67.23333333333333	0	3.7666666666666666	174.56666666666666	58.7	396.56666666666666	2382.9333333333334	1061	27.233333333333334	43.1	260.1333333333333	18863.533333333333	49.2	31.766666666666666	65.36666666666666	17.866666666666667	5.7	0	59.8	54.93333333333333	160.7	13.5	81.06666666666666	10.1	5.733333333333333	NA	18.7	14.233333333333333	15.033333333333333	14.466666666666667	1.4333333333333333	NA	20.033333333333335	59.13333333333333	NA	NA	0.4666666666666667	NA	5.666666666666667	155.4	NA	NA	NA	NA	NA	NA	16345.4
ST5	0	12.066666666666666	63.6	1.3666666666666667	5.333333333333333	176.13333333333333	57.53333333333333	411.4	2446.9333333333334	1018.4	30.366666666666667	42.86666666666667	242.83333333333334	18396.966666666667	40.36666666666667	35.7	54.333333333333336	12.2	0	0	60.03333333333333	60.5	164.93333333333334	16.1	79.06666666666666	3.7	5.266666666666667	NA	17.3	12.266666666666667	13.6	10.8	2.7333333333333334	NA	27	49.833333333333336	NA	NA	4.433333333333334	NA	0	155.5	NA	NA	NA	NA	NA	NA	16349
ST5	0	11.033333333333333	64.23333333333333	0.9	5.1	171	63.333333333333336	411	2352.6	1007.9	29.433333333333334	44.86666666666667	236.3	18163.833333333332	41.733333333333334	32.13333333333333	54.8	10.966666666666667	2.7333333333333334	5.933333333333334	65.93333333333334	51.2	170.96666666666667	19.9	81.8	1.3666666666666667	8.166666666666666	NA	20.1	16.7	12.433333333333334	13.433333333333334	1.0333333333333334	NA	22.633333333333333	42.166666666666664	NA	NA	0	NA	14.066666666666666	155.6	NA	NA	NA	NA	NA	NA	16352.6
ST5	0	10.8	63.56666666666667	0.4666666666666667	2.8	173.36666666666667	62	413.56666666666666	2385.6	1004.1333333333333	33.6	41.333333333333336	249.16666666666666	18259.433333333334	47.733333333333334	41.733333333333334	61.7	14.6	0	0	64.16666666666667	51.4	165.2	15.666666666666666	90	3.3666666666666667	0	NA	16.7	14.433333333333334	11.666666666666666	9.8	4.366666666666666	NA	15.3	45	NA	NA	6.8	NA	3.8666666666666667	155.7	NA	NA	NA	NA	NA	NA	16356.199999999999
ST5	0	12.5	61.2	1.5	4.366666666666666	174.2	63.333333333333336	400.8333333333333	2305.7	979.0666666666667	31.966666666666665	42.96666666666667	237.33333333333334	17972.866666666665	47.56666666666667	40.8	61.93333333333333	6.333333333333333	0	0.23333333333333334	68.26666666666667	53.666666666666664	176.23333333333332	22.933333333333334	94.6	2.033333333333333	3.7666666666666666	NA	14.866666666666667	13.933333333333334	10.6	10.6	6.433333333333334	NA	20.066666666666666	42.36666666666667	NA	NA	10.133333333333333	NA	18.6	155.8	NA	NA	NA	NA	NA	NA	16359.800000000001
ST5	0	11.866666666666667	60.13333333333333	0.8666666666666667	4.633333333333334	181.36666666666667	59.3	404.8333333333333	2304.7	982.3666666666667	36.233333333333334	42.166666666666664	230.66666666666666	17788.466666666667	47.56666666666667	51.13333333333333	63.5	14.6	0	5.6	52.333333333333336	62.3	161.3	17.966666666666665	88.53333333333333	2.966666666666667	0	NA	14.733333333333333	19.133333333333333	8.833333333333334	6.766666666666667	6.5	NA	27.4	47.9	NA	NA	5.166666666666667	NA	3.9	155.9	NA	NA	NA	NA	NA	NA	16363.4
ST5	0	12.166666666666666	61.833333333333336	0.26666666666666666	4.966666666666667	175.1	62.1	404.43333333333334	2367.3	968.2	27.933333333333334	41.7	232.33333333333334	17341.1	42.2	48.766666666666666	61	19.533333333333335	0	7.5	64.26666666666667	62.9	169.16666666666666	16.2	84	0.7333333333333333	2.6666666666666665	NA	16.2	17.866666666666667	9.9	8.8	2.8	NA	16.4	46.766666666666666	NA	NA	10.433333333333334	NA	4.833333333333333	156	NA	NA	NA	NA	NA	NA	16367
ST5	0	10.733333333333333	60.53333333333333	1.4666666666666666	4.566666666666666	189	61.03333333333333	419.6	2379.9333333333334	994.6	30.366666666666667	45.5	244.56666666666666	17762.5	49.36666666666667	37.266666666666666	68.96666666666667	10.633333333333333	11.766666666666667	7.166666666666667	66.76666666666667	55.63333333333333	169.03333333333333	19.2	107.76666666666667	7.333333333333333	7.9	NA	18.2	11.8	13.9	13.733333333333333	1.3666666666666667	NA	20.8	52.36666666666667	NA	NA	0	NA	0	156.1	NA	NA	NA	NA	NA	NA	16371.3
ST5	0	12.5	59.53333333333333	1.1	4.033333333333333	191.1	63.8	409.3666666666667	2319.8	957.6666666666666	29.5	42.13333333333333	244.83333333333334	17645.566666666666	50.53333333333333	35.03333333333333	65.43333333333334	8.833333333333334	2.066666666666667	0	62.86666666666667	59.46666666666667	172.26666666666668	22.866666666666667	89.23333333333333	7.9	0	NA	18.833333333333332	17.633333333333333	10.966666666666667	9.133333333333333	4.2	NA	13.233333333333333	52.5	NA	NA	8.8	NA	11.433333333333334	156.2	NA	NA	NA	NA	NA	NA	16375.6
ST5	0	11.2	63.1	0.8666666666666667	6.333333333333333	181.26666666666668	64.3	418.3666666666667	2432.9	980.8333333333334	27.133333333333333	44.2	238.93333333333334	17862.6	47.8	46.46666666666667	61.266666666666666	11.466666666666667	0	3.6333333333333333	70.3	58.53333333333333	162.96666666666667	22.866666666666667	82.63333333333334	0	4.633333333333334	NA	19.933333333333334	20.933333333333334	12.166666666666666	8.566666666666666	4.233333333333333	NA	23.2	37.03333333333333	NA	NA	10.2	NA	8.666666666666666	156.3	NA	NA	NA	NA	NA	NA	16379.9
ST5	0	10.5	69.06666666666666	0.4	6.233333333333333	173.4	63.766666666666666	419.3666666666667	2395.2	1000.7666666666667	28.2	44.666666666666664	248.16666666666666	18169.7	46.6	47.1	57.3	5.166666666666667	0	2.3	58.833333333333336	60.46666666666667	165.93333333333334	19.833333333333332	81.63333333333334	7.466666666666667	5.133333333333334	NA	16.766666666666666	16.666666666666668	11.033333333333333	9.566666666666666	5.7	NA	16.6	48.13333333333333	NA	NA	3.033333333333333	NA	5.466666666666667	156.4	NA	NA	NA	NA	NA	NA	16384.2
ST5	0	11.366666666666667	68.96666666666667	0	6.033333333333333	164.23333333333332	62.53333333333333	404.1	2385.4666666666667	1020.2666666666667	33.6	43.266666666666666	249.53333333333333	18362.833333333332	45.63333333333333	39.86666666666667	61.93333333333333	15.1	10.7	9.533333333333333	56.9	63.13333333333333	166.53333333333333	19.533333333333335	80.73333333333333	10.333333333333334	3.6666666666666665	NA	17.966666666666665	12.6	10.366666666666667	12.3	1.7	NA	22.133333333333333	56.06666666666667	NA	NA	0	NA	0	156.5	NA	NA	NA	NA	NA	NA	16388.5
ST5	0	11.8	64.43333333333334	0.6	5.433333333333334	172.36666666666667	66.9	407.4	2368.866666666667	1047.7	32.3	41.06666666666667	252.7	18812.6	46.53333333333333	45.6	64.83333333333333	16.166666666666668	3.9	3.066666666666667	60.2	54.93333333333333	168.63333333333333	22.5	85.7	14.466666666666667	7.933333333333334	NA	18.533333333333335	10.033333333333333	14.066666666666666	12.8	0.5	NA	22.666666666666668	38.5	NA	NA	3.8666666666666667	NA	0	156.6	NA	NA	NA	NA	NA	NA	16392.8
ST5	0	11.866666666666667	67.8	0	5.866666666666666	179.2	63.43333333333333	391.23333333333335	2406.0333333333333	1023.1333333333333	30.733333333333334	39.6	251.53333333333333	18629.966666666667	47.46666666666667	38.4	57.1	20.8	4.6	0	64.13333333333334	54.266666666666666	161.6	26.933333333333334	84.63333333333334	0	2.3333333333333335	NA	16.1	16.233333333333334	11.3	11.866666666666667	2.1	NA	21.933333333333334	52.166666666666664	NA	NA	7.733333333333333	NA	8.5	156.7	NA	NA	NA	NA	NA	NA	16397.1
ST5	0	12.866666666666667	70.46666666666667	1.6	4.033333333333333	178.63333333333333	63.266666666666666	404.6333333333333	2365	1013.9	26.466666666666665	45.666666666666664	250.13333333333333	18156.666666666668	44.63333333333333	43.9	62.53333333333333	5.8	7.7	2.9	65.46666666666667	52.333333333333336	161.06666666666666	17.966666666666665	79.53333333333333	12.966666666666667	3	NA	16.9	12.2	12	12.8	2.966666666666667	NA	13.8	47.833333333333336	NA	NA	0	NA	5.9	156.8	NA	NA	NA	NA	NA	NA	16401.4
ST5	0	11.866666666666667	72.06666666666666	0.6666666666666666	4.033333333333333	170.2	64.23333333333333	423.9	2424.5333333333333	999.2333333333333	29.933333333333334	43.766666666666666	247.23333333333332	18065.666666666668	43.8	32.2	58.43333333333333	18.3	0	1.5666666666666667	60.6	56.53333333333333	162.7	19.666666666666668	85.7	6.3	6.366666666666666	NA	16.8	18.6	11.566666666666666	9.333333333333334	3.566666666666667	NA	19.8	51.03333333333333	NA	NA	9.9	NA	1.2333333333333334	156.9	NA	NA	NA	NA	NA	NA	16405.7
ST5	0	11.4	72.83333333333333	3.466666666666667	5.133333333333334	180.16666666666666	62.63333333333333	437.9	2417.733333333333	992.5333333333333	36.266666666666666	46.43333333333333	239.43333333333334	18227.8	46.13333333333333	34.36666666666667	60.1	15.433333333333334	7.8	7.633333333333334	71.46666666666667	54.06666666666667	177.13333333333333	19	81.23333333333333	11.166666666666666	13.233333333333333	NA	16.966666666666665	12.333333333333334	13.833333333333334	11.333333333333334	4.9	NA	21.6	38.8	NA	NA	0	NA	4.8	157	NA	NA	NA	NA	NA	NA	16410
ST5	0	13.266666666666667	75.73333333333333	0	5.166666666666667	187.53333333333333	62.7	440.76666666666665	2468.8333333333335	984	28.466666666666665	45.666666666666664	238.06666666666666	17827.933333333334	44.733333333333334	36.4	61.06666666666667	17.1	0	8.666666666666666	66.46666666666667	58.833333333333336	168.66666666666666	18.433333333333334	82.16666666666667	4.9	0.9	NA	20.166666666666668	12.966666666666667	13.333333333333334	12.1	1.6	NA	24.2	43.233333333333334	NA	NA	1.9	NA	6.5	157.1	NA	NA	NA	NA	NA	NA	16414.1
ST5	0	11.533333333333333	71.1	1.1666666666666667	4.933333333333334	172.76666666666668	61.233333333333334	443.53333333333336	2507.6	988.5	30.233333333333334	43.1	239.53333333333333	17992.433333333334	44.06666666666667	48.8	63.7	15.333333333333334	0	2.3666666666666667	66.46666666666667	57.46666666666667	166.76666666666668	20.766666666666666	83.2	4.766666666666667	4.033333333333333	NA	21.033333333333335	12.866666666666667	13.766666666666667	11.433333333333334	1.2333333333333334	NA	28.1	41.56666666666667	NA	NA	17.666666666666668	NA	1.6	157.2	NA	NA	NA	NA	NA	NA	16418.2
ST5	0	12.133333333333333	76.43333333333334	2.8333333333333335	4.566666666666666	161.73333333333332	66.23333333333333	436.23333333333335	2389.733333333333	941.4	28.1	44.53333333333333	228.46666666666667	17331.033333333333	48.2	49.7	65.03333333333333	10.233333333333333	0	6.133333333333334	64.33333333333333	56.36666666666667	163.7	19.766666666666666	88.03333333333333	11.233333333333333	2.8333333333333335	NA	18.7	16.8	13.266666666666667	8.166666666666666	6.266666666666667	NA	18.1	44.2	NA	NA	6.366666666666666	NA	0	157.3	NA	NA	NA	NA	NA	NA	16422.3
ST5	0	10.5	68.8	1.5333333333333334	5.5	160.6	64.23333333333333	437.06666666666666	2380.8333333333335	913.8333333333334	26.533333333333335	39.833333333333336	224.66666666666666	17043.333333333332	45.53333333333333	45.9	59.96666666666667	6.9	0	8.533333333333333	65.66666666666667	60.96666666666667	170.53333333333333	20.133333333333333	83.96666666666667	8.733333333333333	3.5	NA	17.233333333333334	14.533333333333333	11	11.266666666666667	0.7666666666666667	NA	19.866666666666667	41.4	NA	NA	15.366666666666667	NA	3.966666666666667	157.4	NA	NA	NA	NA	NA	NA	16426.4
ST5	0	11.866666666666667	72.76666666666667	1.5666666666666667	4.3	163.16666666666666	59.666666666666664	457	2449.766666666667	971.8333333333334	31.966666666666665	46.96666666666667	233.26666666666668	17852.866666666665	50.03333333333333	48.53333333333333	58.733333333333334	13.2	2.033333333333333	0	63.1	66.93333333333334	169.83333333333334	12.266666666666667	83.83333333333333	15.9	2.8666666666666667	NA	15.966666666666667	17.7	12.966666666666667	8.466666666666667	5.333333333333333	NA	20.266666666666666	39.233333333333334	NA	NA	6.5	NA	0.6666666666666666	157.5	NA	NA	NA	NA	NA	NA	16430.5
ST5	0	12.666666666666666	73.96666666666667	0	6.066666666666666	174.3	65.03333333333333	447.03333333333336	2524.133333333333	1008.1333333333333	24.766666666666666	43.166666666666664	239.26666666666668	18226.666666666668	47.03333333333333	42.1	65.3	7.933333333333334	4.133333333333334	0.43333333333333335	69.6	62.46666666666667	166.2	21.9	86.7	8.533333333333333	0	NA	21.533333333333335	16.766666666666666	13.2	12.766666666666667	2.3	NA	23.833333333333332	42.6	NA	NA	3.8333333333333335	NA	10	157.6	NA	NA	NA	NA	NA	NA	16434.6
ST5	0	11.4	67.1	0	5.233333333333333	174.73333333333332	65.8	411.9	2386.2	995.8666666666667	33.4	44.266666666666666	241.43333333333334	18034.266666666666	42.733333333333334	57.266666666666666	62.56666666666667	19.2	7.4	2.533333333333333	58.266666666666666	54.666666666666664	162	20.233333333333334	84.53333333333333	0	7.366666666666666	NA	18.3	14.7	11.466666666666667	10.633333333333333	3.9	NA	17.466666666666665	48.766666666666666	NA	NA	2.3333333333333335	NA	0.43333333333333335	157.7	NA	NA	NA	NA	NA	NA	16438.7
ST5	0	12.933333333333334	66.53333333333333	0	2.8	172.43333333333334	65.06666666666666	415.2	2416.4333333333334	1010.2333333333333	27.333333333333332	42.166666666666664	247.23333333333332	18158.4	44.6	35.43333333333333	65.1	12.966666666666667	0	0	68.06666666666666	56.46666666666667	171.23333333333332	29.766666666666666	95.6	7.833333333333333	5.133333333333334	NA	17.2	13.766666666666667	10.933333333333334	12.266666666666667	1.2666666666666666	NA	18.1	52.46666666666667	NA	NA	17.2	NA	8.066666666666666	157.8	NA	NA	NA	NA	NA	NA	16442.8
ST5	0	9.666666666666666	65.06666666666666	0.36666666666666664	5.233333333333333	163.66666666666666	63.2	408.76666666666665	2357.766666666667	999.3	30.3	46.166666666666664	240.7	17670.033333333333	43.5	49.666666666666664	66.06666666666666	3.6666666666666665	2.1333333333333333	4.833333333333333	62.266666666666666	61.6	163.76666666666668	19.5	84.73333333333333	4.3	7.4	NA	15.533333333333333	16.666666666666668	12.233333333333333	11.533333333333333	1.3	NA	11.933333333333334	45.766666666666666	NA	NA	3.033333333333333	NA	8.966666666666667	157.9	NA	NA	NA	NA	NA	NA	16446.9
ST5	0	13.466666666666667	74.2	1.2666666666666666	5.466666666666667	172.33333333333334	61.266666666666666	411.96666666666664	2362.233333333333	1014.9	31.3	39.63333333333333	249.5	18002.2	47.06666666666667	61.8	65.5	10.266666666666667	6.5	1.0666666666666667	70.93333333333334	49.233333333333334	161.6	22.3	90.03333333333333	11.1	6.8	NA	19.333333333333332	14.566666666666666	13.9	10.833333333333334	2.2333333333333334	NA	15.066666666666666	43.86666666666667	NA	NA	0.5	NA	3.6333333333333333	158	NA	NA	NA	NA	NA	NA	16451
ST5	0	12.1	71.96666666666667	0	4.5	167.53333333333333	65.16666666666667	413.1333333333333	2444.133333333333	1013.1333333333333	26.966666666666665	41.766666666666666	240.06666666666666	17764.433333333334	39.4	48.96666666666667	59.266666666666666	14.8	0	0	62.46666666666667	60.233333333333334	163.5	20.1	74.43333333333334	5.4	0.4666666666666667	NA	18.366666666666667	12.7	9.666666666666666	13.166666666666666	1.7333333333333334	NA	25.366666666666667	40.833333333333336	NA	NA	12.966666666666667	NA	6.1	158.1	NA	NA	NA	NA	NA	NA	16455.2
ST5	0	10.133333333333333	69.3	0	5.3	167.7	62.9	422.93333333333334	2439.866666666667	1000.9666666666667	31.166666666666668	39.766666666666666	234.73333333333332	17777.633333333335	44.9	50.5	65.56666666666666	11.333333333333334	3.966666666666667	3.4	71.6	53.5	167.06666666666666	17.866666666666667	86.4	9.2	5.233333333333333	NA	15.766666666666667	9.4	11	14.066666666666666	0.3	NA	19.966666666666665	39.86666666666667	NA	NA	9.9	NA	4.866666666666666	158.2	NA	NA	NA	NA	NA	NA	16459.399999999998
ST5	0	12.9	73.63333333333334	0.7666666666666667	3.933333333333333	162.6	65.7	440.3333333333333	2431.3333333333335	984.6666666666666	30.166666666666668	43.5	245.9	17668.866666666665	48.6	54.5	64	12.366666666666667	5.166666666666667	2.6666666666666665	65.7	58.1	168.36666666666667	15.7	85.56666666666666	8.533333333333333	7.966666666666667	NA	17.8	15.866666666666667	12.766666666666667	9.1	5.066666666666666	NA	9.066666666666666	48.5	NA	NA	0	NA	6.833333333333333	158.3	NA	NA	NA	NA	NA	NA	16463.600000000002
ST5	0	9.433333333333334	65.06666666666666	2	4.633333333333334	162.7	66.33333333333333	397.1666666666667	2290.866666666667	908.1	26.833333333333332	40.266666666666666	228.16666666666666	16874.033333333333	47.9	35.56666666666667	61.766666666666666	12.066666666666666	5.466666666666667	8.266666666666667	62.6	62.53333333333333	156.2	17.166666666666668	75.26666666666667	6.966666666666667	1.5333333333333334	NA	15.266666666666667	22.133333333333333	10.666666666666666	4.8	4.333333333333333	NA	18.566666666666666	37.266666666666666	NA	NA	2.433333333333333	NA	6.633333333333334	158.4	NA	NA	NA	NA	NA	NA	16467.8
ST5	0	13.066666666666666	59.86666666666667	0.8	3.6333333333333333	166.33333333333334	64.6	390.43333333333334	2230.7	924.3333333333334	24.933333333333334	43.833333333333336	226.9	17089.833333333332	45.46666666666667	36.46666666666667	60.2	9.5	0.8333333333333334	0	60.1	50.266666666666666	164.86666666666667	21.033333333333335	79.76666666666667	5.166666666666667	0.4	NA	15.466666666666667	15.766666666666667	9.666666666666666	8.3	4.033333333333333	NA	13.633333333333333	45.7	NA	NA	10.066666666666666	NA	8.033333333333333	158.5	NA	NA	NA	NA	NA	NA	16472
ST5	0	8.433333333333334	55.8	0.8666666666666667	3.2666666666666666	154.76666666666668	67.2	383	2186.6	881.9333333333333	31.333333333333332	40.43333333333333	220.06666666666666	16523.333333333332	45.333333333333336	33.03333333333333	54.96666666666667	21.333333333333332	0	5.2	64.03333333333333	57.1	160.43333333333334	13.266666666666667	61.766666666666666	0	0	NA	17.866666666666667	10.033333333333333	11.366666666666667	12.233333333333333	2.8333333333333335	NA	15.2	51.3	NA	NA	8.433333333333334	NA	2.7666666666666666	158.6	NA	NA	NA	NA	NA	NA	16476.2
ST5	0	6.1	44.266666666666666	1.8666666666666667	2.9	119.36666666666666	67.33333333333333	299.1333333333333	1689.0333333333333	677.7	16.333333333333332	32.43333333333333	171.43333333333334	12583.066666666668	35.266666666666666	36.63333333333333	42.4	13.2	0	0	49.1	38.5	119.83333333333333	16.933333333333334	67.46666666666667	3.8	4.633333333333334	NA	14.5	15.3	10.3	5.2	2.8333333333333335	NA	13.966666666666667	28.3	NA	NA	11.733333333333333	NA	10.533333333333333	158.7	NA	NA	NA	NA	NA	NA	16480.399999999998
ST5	0	6.633333333333334	46.666666666666664	0.8333333333333334	2.3666666666666667	112.1	62.96666666666667	304.6333333333333	1737.1	678.1	22.866666666666667	30.866666666666667	170.23333333333332	13191	33.46666666666667	29.066666666666666	43.43333333333333	13.2	0	1.5	44.56666666666667	47.5	149.73333333333332	28.066666666666666	81.9	15.466666666666667	16.4	NA	11.866666666666667	12.733333333333333	7.133333333333334	6.8	2.7333333333333334	NA	14.333333333333334	27.933333333333334	NA	NA	1.0666666666666667	NA	15.4	158.8	NA	NA	NA	NA	NA	NA	16484.600000000002
ST5	0	11.466666666666667	72.2	0	5.9	155.56666666666666	66.53333333333333	442.8	2427.6666666666665	963.5666666666667	32.03333333333333	47.3	232.06666666666666	17836.233333333334	47.96666666666667	41.9	60.3	7.033333333333333	0	8.066666666666666	52.1	57.266666666666666	160.4	16.333333333333332	81.3	11.866666666666667	0	NA	18.466666666666665	16.666666666666668	11.6	13.3	1.8	NA	21.866666666666667	40.6	NA	NA	3.3333333333333335	NA	3.2333333333333334	158.9	NA	NA	NA	NA	NA	NA	16488.8
ST5	0	11.9	75.2	0	4.633333333333334	172.76666666666668	61.36666666666667	469.8	2547.4666666666667	1016.5666666666667	33.833333333333336	47.43333333333333	246.2	18865	51.1	41.233333333333334	68.1	12.8	2.3666666666666667	0.5333333333333333	62.56666666666667	62.5	174.63333333333333	21.4	92.2	12.933333333333334	4	NA	21.466666666666665	19.766666666666666	10.433333333333334	10.266666666666667	4.4	NA	18.733333333333334	51.96666666666667	NA	NA	2.466666666666667	NA	7.866666666666666	159	NA	NA	NA	NA	NA	NA	16493
ST5	0	12.9	73.56666666666666	1.2333333333333334	5.666666666666667	172.33333333333334	62.166666666666664	476.1333333333333	2618.1666666666665	986.3	24.9	47.56666666666667	241.83333333333334	18407.2	51.3	42.43333333333333	64.33333333333333	4.066666666666666	8.233333333333333	5.433333333333334	62.666666666666664	72.2	176.86666666666667	17.266666666666666	84	3.6666666666666665	3.1333333333333333	NA	16.933333333333334	16.466666666666665	13.366666666666667	10.433333333333334	3.4	NA	17.366666666666667	41.36666666666667	NA	NA	0	NA	6.8	159.1	NA	NA	NA	NA	NA	NA	16497.1
ST5	0	11.633333333333333	68.46666666666667	0	4.5	177.1	62.86666666666667	462.9	2620.3	984.9333333333333	32.03333333333333	43.766666666666666	231.1	18228.033333333333	44.13333333333333	44.63333333333333	60.93333333333333	16.533333333333335	0	0	61.2	67.26666666666667	185.6	27.066666666666666	79.66666666666667	3.6	0	NA	19	13.966666666666667	11.1	11.933333333333334	4.466666666666667	NA	23.166666666666668	46.266666666666666	NA	NA	10.433333333333334	NA	3.5	159.2	NA	NA	NA	NA	NA	NA	16501.2
ST5	0	11.733333333333333	65.86666666666666	0	3.8666666666666667	186.16666666666666	60.63333333333333	450.56666666666666	2522.2	981.5333333333333	28.9	48.06666666666667	238.2	18356.833333333332	51	37.333333333333336	66.06666666666666	19.466666666666665	0	3.8666666666666667	55.03333333333333	62.56666666666667	178.4	20.266666666666666	84.46666666666667	0	7.2	NA	18.766666666666666	13.9	9.5	11.633333333333333	4.933333333333334	NA	15.566666666666666	51.3	NA	NA	14.733333333333333	NA	0	159.3	NA	NA	NA	NA	NA	NA	16505.3
ST5	0	12.133333333333333	70.56666666666666	1.6333333333333333	3.7333333333333334	173.06666666666666	62.36666666666667	465.73333333333335	2530.6	1004.9333333333333	24.166666666666668	48.03333333333333	241.86666666666667	18681.5	50.333333333333336	46.333333333333336	66.06666666666666	17.733333333333334	5.2	1.9666666666666666	61.46666666666667	68.4	173.93333333333334	19.3	89.16666666666667	0	1	NA	19	17.966666666666665	14	9.833333333333334	8.333333333333334	NA	13.6	46.733333333333334	NA	NA	5.533333333333333	NA	1.8666666666666667	159.4	NA	NA	NA	NA	NA	NA	16509.4
ST5	0	12.4	69.43333333333334	0.7666666666666667	4.6	173.36666666666667	63.03333333333333	461.9	2612.866666666667	987.8333333333334	29.4	41.733333333333334	238.23333333333332	18197.866666666665	43.333333333333336	38.2	67.56666666666666	8.733333333333333	0	8.7	63.36666666666667	72.9	185.73333333333332	20.5	91.13333333333334	5.466666666666667	3.2	NA	19.466666666666665	15.366666666666667	13.366666666666667	12.266666666666667	3.2666666666666666	NA	13.233333333333333	48.5	NA	NA	6.1	NA	7.3	159.5	NA	NA	NA	NA	NA	NA	16513.5
ST5	0	12.9	65.86666666666666	0.6333333333333333	3.066666666666667	171.26666666666668	62.233333333333334	462.1666666666667	2490.3	957.8	27.833333333333332	43.53333333333333	235.93333333333334	18201.333333333332	47	47.666666666666664	66.26666666666667	16.566666666666666	9.9	8.8	62.96666666666667	65.06666666666666	172.86666666666667	20.833333333333332	88	6.033333333333333	4.733333333333333	NA	17.133333333333333	16.866666666666667	12.2	9.9	5.9	NA	10.233333333333333	49.1	NA	NA	0	NA	3	159.6	NA	NA	NA	NA	NA	NA	16517.6
ST5	0	11.166666666666666	70.86666666666666	0.43333333333333335	4.366666666666666	174.53333333333333	62.43333333333333	460.6	2598.9	961.4	30.233333333333334	45.53333333333333	239.23333333333332	18622.633333333335	49.1	33.46666666666667	62.766666666666666	10.833333333333334	0	0.7	59.666666666666664	67.23333333333333	193.33333333333334	14.8	87.4	0.2	3.7	NA	22.133333333333333	20.9	9.966666666666667	5	8.333333333333334	NA	18.033333333333335	43.5	NA	NA	8.233333333333333	NA	10.033333333333333	159.7	NA	NA	NA	NA	NA	NA	16521.7
ST5	0	10.3	63.43333333333333	0	4.066666666666666	195.2	59.43333333333333	458.1666666666667	2440.8333333333335	966.2	27.8	47.7	235.66666666666666	18447.966666666667	45.06666666666667	37.9	65.13333333333334	22	0	4.533333333333333	65.66666666666667	63.8	173.36666666666667	28.533333333333335	93.43333333333334	3.566666666666667	2.3666666666666667	NA	19.333333333333332	20.1	10.366666666666667	9.833333333333334	5.366666666666666	NA	22.3	47.9	NA	NA	17.733333333333334	NA	6	159.8	NA	NA	NA	NA	NA	NA	16525.8
