core	mg	al	si	p	s	cl	ar	k	ca	ti	v	cr	mn	fe	ni	cu	zn	ge	as	se	br	rb	sr	y	zr	nb	mo	sn	sb	ba	la	ce	nd	sm	eu	tm	yb	hg	pb	at	u	depth_in_core_cm	ga	ru	bi	ag	cd	te	y_bp
ST13	0	9.8	47.833333333333336	2.566666666666667	5.266666666666667	190.63333333333333	60.666666666666664	282.5	1954.5333333333333	1026.0333333333333	27.633333333333333	32.53333333333333	340.4	19838.266666666666	42.2	39.96666666666667	48.13333333333333	12.233333333333333	0	6.733333333333333	46.1	41.43333333333333	172.16666666666666	16.633333333333333	82.9	6.333333333333333	6.633333333333334	0.23333333333333334	6.333333333333333	12.7	14	7.1	7.2	4.5	21.433333333333334	51.9	0	7.833333333333333	4.9	3.6333333333333333	13.233333333333333	18.6	NA	NA	NA	NA	NA	NA	6703.8
ST13	3.7333333333333334	10.533333333333333	51.06666666666667	1.4333333333333333	4.366666666666666	189.36666666666667	59.733333333333334	291.8	1975.4	1036.2666666666667	27.033333333333335	34.766666666666666	308.76666666666665	19986.966666666667	35.13333333333333	39	51.03333333333333	13.2	4.4	10.933333333333334	48.63333333333333	42.333333333333336	164.3	18.433333333333334	87.5	10.1	1.7	0	6.2	15.733333333333333	13.3	6.666666666666667	6.666666666666667	4.966666666666667	21.966666666666665	58.6	6.433333333333334	19.7	0	2.3	1.6666666666666667	18.619999999999997	NA	NA	NA	NA	NA	NA	6705.36
ST13	2.6666666666666665	6.9	50.53333333333333	1.2333333333333334	5.3	185.4	57.8	285.73333333333335	1892	1026.4	29.4	35	285.1333333333333	19844.833333333332	38.733333333333334	43.266666666666666	54.266666666666666	13.366666666666667	0.16666666666666666	10.7	40.6	47.13333333333333	159	19.433333333333334	85.93333333333334	9.9	4.933333333333334	0.8666666666666667	8.733333333333333	12.633333333333333	12.066666666666666	7.4	7.833333333333333	4.333333333333333	17.566666666666666	49.766666666666666	0	19.366666666666667	1.1666666666666667	5.133333333333334	3.6666666666666665	18.64	NA	NA	NA	NA	NA	NA	6706.92
ST13	1.7	10.266666666666667	53.4	0.7666666666666667	4.8	183.56666666666666	59.36666666666667	295.8333333333333	2049.1666666666665	1033.5666666666666	32.166666666666664	35.333333333333336	293.6666666666667	19788.233333333334	41.666666666666664	39.5	52.03333333333333	11.766666666666667	0	5.5	43.266666666666666	38.56666666666667	165.46666666666667	16.4	85.83333333333333	8.833333333333334	0	0	6.366666666666666	13.2	11.433333333333334	9.266666666666667	4.4	5.733333333333333	26.133333333333333	56.766666666666666	0	14.966666666666667	10.966666666666667	6.833333333333333	10.266666666666667	18.66	NA	NA	NA	NA	NA	NA	6708.48
ST13	2.2666666666666666	13.2	53.1	2.566666666666667	4.566666666666666	189.66666666666666	57.96666666666667	296.6666666666667	1966.1	1028.9666666666667	29.666666666666668	37.9	307.6	20262.366666666665	42.06666666666667	40.833333333333336	51.833333333333336	9.433333333333334	0.36666666666666664	9.366666666666667	37.9	39.4	161.76666666666668	19.266666666666666	86.1	9.6	1.4333333333333333	0	9.3	17.433333333333334	12.566666666666666	6.733333333333333	10	3.033333333333333	11.233333333333333	56.56666666666667	0	22.3	3.8333333333333335	6.733333333333333	8.1	18.68	NA	NA	NA	NA	NA	NA	6710.04
ST13	1.6	11.633333333333333	50.7	0.36666666666666664	5	185.1	60.233333333333334	282.6333333333333	2083.5	988.3333333333334	27.433333333333334	39.233333333333334	301.2	19498.4	42.233333333333334	42.63333333333333	53	13.066666666666666	0	2.433333333333333	43.03333333333333	41.13333333333333	168.33333333333334	19.9	83.56666666666666	10.833333333333334	5.3	0	7.6	14.4	12.666666666666666	6.566666666666666	6.066666666666666	2.9	21.033333333333335	51.96666666666667	0	19.6	5.233333333333333	3.6	4.1	18.7	NA	NA	NA	NA	NA	NA	6711.6
ST13	0.16666666666666666	9.666666666666666	48.266666666666666	1.3666666666666667	5.566666666666666	193.93333333333334	59.1	271.23333333333335	2161.766666666667	976.8333333333334	35.6	37.7	278.1	19075	42.96666666666667	31.833333333333332	46.733333333333334	7.766666666666667	0	2.1	44.06666666666667	45	180.43333333333334	15.566666666666666	89.13333333333334	12.866666666666667	11.066666666666666	0.3333333333333333	8.166666666666666	17.833333333333332	12.466666666666667	2.4	10.366666666666667	5.466666666666667	14.5	56.06666666666667	1.0666666666666667	11.166666666666666	0.6666666666666666	1.4666666666666666	2.9	18.72	NA	NA	NA	NA	NA	NA	6713.16
ST13	0.6	8.6	48.13333333333333	0.26666666666666666	4.4	186.96666666666667	57.733333333333334	272	2039.2333333333333	943.7666666666667	31.6	32.6	286.9	18735.733333333334	40.833333333333336	38.06666666666667	51.03333333333333	13.266666666666667	2.7666666666666666	0.7333333333333333	48.5	38.13333333333333	186.8	18.3	82.23333333333333	7.566666666666666	5.366666666666666	0	9.3	16.533333333333335	13.766666666666667	4.366666666666666	6.2	5.033333333333333	11.566666666666666	51.93333333333333	0	3.8	0	0	12.5	18.740000000000002	NA	NA	NA	NA	NA	NA	6714.72
ST13	1.9666666666666666	11.333333333333334	49.733333333333334	1.1333333333333333	4.566666666666666	190.13333333333333	56.733333333333334	276.1666666666667	1930.2333333333333	999.9666666666667	27.033333333333335	33.6	329.3333333333333	19273.3	38.7	37.333333333333336	48.8	14.466666666666667	0	0	39.3	45.5	188.86666666666667	18.8	88.83333333333333	9.033333333333333	4.433333333333334	0	8.8	11.566666666666666	10.633333333333333	10.166666666666666	5.666666666666667	5	20.266666666666666	55.2	0	19.466666666666665	6	0	12.633333333333333	18.759999999999998	NA	NA	NA	NA	NA	NA	6716.28
ST13	1.7666666666666666	12.033333333333333	49.2	1.1666666666666667	6.933333333333334	186.9	57.63333333333333	284.46666666666664	2241.1	978.5	28.466666666666665	31.333333333333332	333.7	19192.566666666666	39.333333333333336	41.13333333333333	50.333333333333336	15.633333333333333	2.5	5.066666666666666	47.56666666666667	35.2	187.03333333333333	23.3	85.86666666666666	15.1	5.866666666666666	0	9.7	18.966666666666665	12.333333333333334	1.1666666666666667	6.4	6	21.333333333333332	50.06666666666667	3.533333333333333	5.333333333333333	0	0	9.9	18.78	NA	NA	NA	NA	NA	NA	6717.84
ST13	0.8	9.566666666666666	50.56666666666667	0	4.4	192.03333333333333	56.4	294.3666666666667	2570.4	1012.1	31.466666666666665	36.2	309.8333333333333	19612.766666666666	42.93333333333333	36.666666666666664	50.666666666666664	12.8	0	4.7	44.06666666666667	41.9	185.43333333333334	15.9	95.4	8.333333333333334	9.633333333333333	0	8.366666666666667	13.133333333333333	13.066666666666666	10.8	3.3	6.366666666666666	26.533333333333335	54.63333333333333	0	16.666666666666668	0	0	8.966666666666667	18.8	NA	NA	NA	NA	NA	NA	6719.4
ST13	1	10.366666666666667	49.266666666666666	2.3	4.866666666666666	187.93333333333334	58.86666666666667	280.1666666666667	1992.4333333333334	974.0666666666667	32.86666666666667	33.333333333333336	334.9	19557.866666666665	41.766666666666666	41.2	50.7	18.966666666666665	0	7.2	55.4	42.36666666666667	182.36666666666667	28.666666666666668	89.16666666666667	11.366666666666667	1.1333333333333333	1	6.966666666666667	16.333333333333332	12.933333333333334	6.3	5.5	8.1	11.1	54	0	6.2	2.566666666666667	5.333333333333333	8.533333333333333	18.82	NA	NA	NA	NA	NA	NA	6720.96
ST13	1.1666666666666667	11.766666666666667	52.5	0.23333333333333334	6.766666666666667	202.43333333333334	59.36666666666667	298.4	2032.1	1078.9	28.8	37.6	355.8	21277.6	42.63333333333333	39.86666666666667	54.3	9.266666666666667	3.466666666666667	7.466666666666667	47.9	48.833333333333336	177.46666666666667	21.033333333333335	82.1	6.066666666666666	0	0.16666666666666666	9.2	17.333333333333332	14.833333333333334	5.833333333333333	5.8	7.866666666666666	33.6	62.4	3.8333333333333335	20.066666666666666	0	3.3333333333333335	2.3	18.84	NA	NA	NA	NA	NA	NA	6722.52
ST13	2.933333333333333	12.066666666666666	60.5	1.5	5.566666666666666	201.5	58.1	324.96666666666664	2121.3333333333335	1133.3333333333333	34.7	35.833333333333336	398.43333333333334	22003.666666666668	43.06666666666667	40.333333333333336	53.56666666666667	10.266666666666667	0	6.6	57.1	43	165.9	16.5	74.83333333333333	0	0	1	8.966666666666667	18.233333333333334	14.4	8.9	6.566666666666666	6.166666666666667	17	63.36666666666667	0	16.6	5.4	5.933333333333334	10.666666666666666	18.86	NA	NA	NA	NA	NA	NA	6724.08
ST13	2.3	11.466666666666667	65.53333333333333	0.6333333333333333	3.4	192.46666666666667	53.766666666666666	344.3	2461.633333333333	1188.1333333333334	41.43333333333333	37	397.93333333333334	22586.9	39.1	43.266666666666666	58.46666666666667	7.033333333333333	0.13333333333333333	11.7	49.166666666666664	39.733333333333334	162.83333333333334	15.166666666666666	77.56666666666666	2.033333333333333	0	0	7.4	15.7	15.166666666666666	10.166666666666666	6.166666666666667	4.3	27.9	59.166666666666664	0	23.9	8.533333333333333	6.1	10.2	18.880000000000003	NA	NA	NA	NA	NA	NA	6725.64
ST13	1.6333333333333333	14.6	64.43333333333334	0	3.433333333333333	178	61.56666666666667	336.96666666666664	2559.766666666667	1136.5666666666666	28.4	34.4	344.93333333333334	20329.366666666665	40	42.53333333333333	53.266666666666666	5	0	4.233333333333333	42.53333333333333	43.8	157.03333333333333	16.3	78.4	11.833333333333334	0	0	7.733333333333333	17.633333333333333	13.333333333333334	8.233333333333333	4.5	5.9	25.9	44.53333333333333	0	9.366666666666667	0	4.166666666666667	7.466666666666667	18.9	NA	NA	NA	NA	NA	NA	6727.2
ST13	2.033333333333333	9.366666666666667	41.86666666666667	0	3.1333333333333333	117.93333333333334	63.63333333333333	214.56666666666666	1586.8333333333333	739.1	19.6	24.933333333333334	250.4	13880.7	32.4	26.9	37.63333333333333	11.833333333333334	8.466666666666667	3.3	35.6	27.566666666666666	151.53333333333333	29.466666666666665	88.5	21.533333333333335	17.833333333333332	0	5.766666666666667	11.1	8.866666666666667	3.8666666666666667	5.633333333333334	3.566666666666667	0	35.36666666666667	0	6.1	0	0	11.066666666666666	18.919999999999998	NA	NA	NA	NA	NA	NA	6728.76
ST13	1.8	7.666666666666667	38.666666666666664	0.2	4.5	143.73333333333332	59.56666666666667	223.76666666666668	1713.7666666666667	798.0333333333333	26.533333333333335	27.833333333333332	298.73333333333335	16697.133333333335	38.766666666666666	28.866666666666667	42.733333333333334	11.933333333333334	3.466666666666667	0	41.53333333333333	30.766666666666666	153.86666666666667	24.333333333333332	128.2	14.166666666666666	13.033333333333333	0.36666666666666664	8.533333333333333	15.966666666666667	8.766666666666667	5.6	5.166666666666667	2.4	18.133333333333333	51.3	0	13.533333333333333	0.4	0.23333333333333334	0	18.94	NA	NA	NA	NA	NA	NA	6730.32
ST13	2.8666666666666667	8.666666666666666	48.666666666666664	0.16666666666666666	4.966666666666667	178.93333333333334	57.93333333333333	273.93333333333334	2088.1666666666665	949	21.966666666666665	32.56666666666667	320.93333333333334	18637.766666666666	40.96666666666667	35.53333333333333	54.03333333333333	17.333333333333332	3.2666666666666666	11.8	43	41.6	173.76666666666668	21.066666666666666	90.46666666666667	12.033333333333333	4.766666666666667	0.6	6.833333333333333	8.966666666666667	11.466666666666667	8.533333333333333	3.433333333333333	4.5	23.266666666666666	55.233333333333334	0	12.666666666666666	0	0.6333333333333333	1.4	18.96	NA	NA	NA	NA	NA	NA	6731.88
ST13	0.23333333333333334	8	39.8	0	3.3666666666666667	178.43333333333334	55.53333333333333	257.53333333333336	1681.3	865.3	33.13333333333333	30.133333333333333	324.93333333333334	18110.966666666667	40.46666666666667	39.666666666666664	45.53333333333333	5.633333333333334	0	4.733333333333333	37.3	37.666666666666664	168.63333333333333	20.833333333333332	77.93333333333334	17	6.733333333333333	0	4.4	14.166666666666666	9.866666666666667	5.666666666666667	5.666666666666667	5.366666666666666	16.966666666666665	51.7	0	16.5	5.366666666666666	0	10.633333333333333	18.98	NA	NA	NA	NA	NA	NA	6733.44
ST13	2.066666666666667	7.066666666666666	45.166666666666664	0.6333333333333333	5.8	182.43333333333334	58.666666666666664	284.8666666666667	1818.1333333333334	935.8	25.633333333333333	32.43333333333333	386.9	18571.7	42.43333333333333	37.86666666666667	51.46666666666667	7.833333333333333	7.1	8.6	47.2	40.5	163.86666666666667	23.1	83.56666666666666	12.7	6.633333333333334	0.8666666666666667	7.133333333333334	16.766666666666666	9.8	8.633333333333333	5.4	5.266666666666667	20.5	54.8	0	12.333333333333334	0	6.5	4	19	NA	NA	NA	NA	NA	NA	6735
ST13	1.6666666666666667	8.833333333333334	45.166666666666664	1.2	6.3	176.93333333333334	60.1	270.26666666666665	2026.1333333333334	882.6333333333333	30.866666666666667	30.833333333333332	351.76666666666665	17546.433333333334	43.333333333333336	30.233333333333334	48.333333333333336	9.4	0	6.233333333333333	43.93333333333333	37.7	160.36666666666667	14.966666666666667	88.8	11.7	5.866666666666666	0.8	5.533333333333333	14.1	7.533333333333333	4.266666666666667	4.633333333333334	5.933333333333334	19.466666666666665	55.733333333333334	0	16.966666666666665	6.433333333333334	5.933333333333334	0	19.02	NA	NA	NA	NA	NA	NA	6736.46
ST13	0.36666666666666664	8.7	48.833333333333336	1.7333333333333334	4.933333333333334	172.86666666666667	54.4	281.1666666666667	1984.2666666666667	926.9	26.666666666666668	29.8	355.9	18522.933333333334	39.766666666666666	40.333333333333336	48.3	9.3	0	4.933333333333334	47.5	40.733333333333334	163.56666666666666	24.7	85.9	13.6	4.433333333333334	0.16666666666666666	6.4	17.7	10.833333333333334	5.6	7.833333333333333	4.233333333333333	21.2	46.666666666666664	0	8.766666666666667	6.3	8.366666666666667	7.833333333333333	19.04	NA	NA	NA	NA	NA	NA	6737.92
ST13	2.6333333333333333	10	50.1	0.3333333333333333	5.666666666666667	181.66666666666666	59	287.03333333333336	1907.7666666666667	946.2	30.166666666666668	34.6	337.06666666666666	19087.4	41.46666666666667	31.333333333333332	50.833333333333336	8.5	0	4.166666666666667	47.666666666666664	42.333333333333336	173.83333333333334	22.933333333333334	79.4	12.733333333333333	8	0	8.933333333333334	12.6	10.433333333333334	9.533333333333333	8	4.366666666666666	11.233333333333333	59.333333333333336	0	15.333333333333334	12.166666666666666	0	3.466666666666667	19.06	NA	NA	NA	NA	NA	NA	6739.38
ST13	2.033333333333333	10.866666666666667	45.266666666666666	0.8333333333333334	2.966666666666667	195.66666666666666	55.733333333333334	290.06666666666666	1827.5	963.9666666666667	35.333333333333336	32.6	323.6	19204.3	43.3	42.8	53.233333333333334	9.166666666666666	8.066666666666666	10.833333333333334	42.56666666666667	41.96666666666667	161.53333333333333	20.633333333333333	84.6	7.266666666666667	2.7666666666666666	0	7.066666666666666	13.666666666666666	10.866666666666667	7.966666666666667	7.066666666666666	4.866666666666666	23.733333333333334	52.43333333333333	0	17.633333333333333	0	5.733333333333333	9.1	19.080000000000002	NA	NA	NA	NA	NA	NA	6740.84
ST13	2.2	10.933333333333334	47.13333333333333	4.2	4.666666666666667	204.43333333333334	55.333333333333336	269.23333333333335	1732.9666666666667	950.4333333333333	26.866666666666667	31.8	308.93333333333334	19334.3	41.46666666666667	38.96666666666667	48.166666666666664	14.333333333333334	2.1	17.133333333333333	49.233333333333334	45.8	158.93333333333334	17.966666666666665	79.1	4.2	0	0.36666666666666664	2.8666666666666667	19.466666666666665	12.866666666666667	6.033333333333333	5.6	5.966666666666667	15.266666666666667	52.8	0.5333333333333333	14.2	0	2.1666666666666665	8.133333333333333	19.1	NA	NA	NA	NA	NA	NA	6742.3
ST13	1.5	10.333333333333334	49.266666666666666	0	4.566666666666666	200.3	54.93333333333333	288.8	1934.8333333333333	1000.4	37.1	33.56666666666667	314.1	20208.733333333334	39.233333333333334	41.2	49.5	12.633333333333333	6.5	5.5	51.5	37.7	164.53333333333333	22.4	82.33333333333333	0	2.3333333333333335	0	5.233333333333333	17.4	11.266666666666667	5.233333333333333	5.9	2.9	22.9	57.43333333333333	0	16.333333333333332	0	0	10.466666666666667	19.119999999999997	NA	NA	NA	NA	NA	NA	6743.76
ST13	1.3333333333333333	13.266666666666667	50.93333333333333	0.7333333333333333	4.866666666666666	196	54.86666666666667	287.53333333333336	1905.2666666666667	1047.2333333333333	29.4	32.96666666666667	329.43333333333334	20395.3	42.06666666666667	41.233333333333334	52.63333333333333	12.666666666666666	0	2.533333333333333	41.766666666666666	31.766666666666666	160.46666666666667	22.566666666666666	83.93333333333334	8.733333333333333	1.3333333333333333	0.4666666666666667	6.2	13.166666666666666	10.066666666666666	9.233333333333333	6.3	5.233333333333333	13.566666666666666	52.4	0	13.033333333333333	3.4	1.4666666666666666	3.7666666666666666	19.14	NA	NA	NA	NA	NA	NA	6745.22
ST13	0	10.966666666666667	47.56666666666667	0	4.966666666666667	187.63333333333333	58.06666666666667	255.96666666666667	1720.4	1026.7	36	28.866666666666667	320.06666666666666	20193.233333333334	41.63333333333333	42.13333333333333	51.1	12	6.033333333333333	9.666666666666666	48.56666666666667	37.46666666666667	160.16666666666666	16.033333333333335	79.93333333333334	13.9	11.1	2.1	7.366666666666666	13.1	15.166666666666666	8.9	5	5.466666666666667	15.066666666666666	56.4	0	10.6	0	4.4	12.4	19.16	NA	NA	NA	NA	NA	NA	6746.68
ST13	1.9333333333333333	10.666666666666666	54.8	1.1	5.933333333333334	177.53333333333333	57.7	264.1666666666667	1816.4	1070.2666666666667	40.06666666666667	34.63333333333333	325.53333333333336	20846.3	41.766666666666666	41.333333333333336	51.8	6.2	4.933333333333334	3.4	41.733333333333334	32.63333333333333	165.23333333333332	20.7	81.96666666666667	7.766666666666667	1.0333333333333334	0	9.033333333333333	12.166666666666666	12.866666666666667	8.1	4.833333333333333	7.066666666666666	18.933333333333334	55.7	0	19.1	0	2.6333333333333333	10.266666666666667	19.18	NA	NA	NA	NA	NA	NA	6748.14
ST13	0	10.566666666666666	54.333333333333336	1.7	4.933333333333334	176.06666666666666	54.9	274.46666666666664	1817.8333333333333	1102.3333333333333	28.8	35.1	314.1333333333333	20609.766666666666	43.56666666666667	39.733333333333334	50.3	8.833333333333334	0	7.366666666666666	41.63333333333333	39.333333333333336	155.16666666666666	20.333333333333332	72.06666666666666	6.033333333333333	3.2	0	2.6	10.066666666666666	12.4	7.3	7.866666666666666	2.1333333333333333	16.933333333333334	56.766666666666666	0	17.5	1.3666666666666667	1.5333333333333334	8.2	19.2	NA	NA	NA	NA	NA	NA	6749.6
ST13	0.6	10.8	48.733333333333334	0.6	4.633333333333334	167.4	55.13333333333333	253	1723	1003.1	29.966666666666665	31.633333333333333	307.1	19850.3	40.4	43.7	48.3	12.1	0	8.466666666666667	41.86666666666667	44.666666666666664	152.96666666666667	21.266666666666666	79.1	4.766666666666667	1.8666666666666667	0.7	6.7	25.1	8.466666666666667	1.0666666666666667	8.3	5.533333333333333	13.233333333333333	41.7	0	10.733333333333333	1.2	0	9.766666666666667	19.22	NA	NA	NA	NA	NA	NA	6751.0599999999995
