state	module	index	analysis_set	n	median_centered	mean_centered	p_value	status	q_value	direction
5	leiden2	MII	include_grey	35	-0.457535653167757	-0.241473975098633	0.0414297416563663	ok	0.0828594833127325	no_call
5	leiden6	MII	include_grey	35	1.16012687775468	1.48261101469337	1.29815121129788e-06	ok	2.2068570592064e-05	enriched
5	leiden3	MII	include_grey	35	-0.50300342035709	-0.616703875095544	0.14718288871703	ok	0.200168728655161	no_call
5	grey	MII	include_grey	34	0.335047949962555	-0.418484312609495	0.0402103209996616	ok	0.0828594833127325	no_call
5	leiden5	MII	include_grey	35	0.0153374823209467	0.0125572857011684	0.363327726597275	ok	0.411771423476912	no_call
2	leiden1	MII	include_grey	34	0.683976226832886	-0.998522365781105	0.771326085320784	ok	0.794699603057778	no_call
2	leiden5	MII	include_grey	36	0.00284542839418633	-2.41020044859701	0.0798203998036864	ok	0.129233028253587	no_call
2	grey	MII	include_grey	29	2.07947712096462	1.51448722739663	0.000686680701191712	ok	0.00583678596012955	enriched
2	leiden6	MII	include_grey	7	0.982373710606726	-1.94374688829102		insufficient_n		no_call
4	leiden4	MII	include_grey	48	0.0948226529176861	0.26776847506205	0.279223419701471	ok	0.3390570096375	no_call
4	leiden1	MII	include_grey	48	0.679538825567755	0.49563195762326	0.00487132756190232	ok	0.0233317366263591	enriched
4	leiden2	MII	include_grey	48	0.00688854865875488	0.610061061144022	0.0201733797690907	ok	0.0527611470883911	no_call
4	leiden5	MII	include_grey	46	0.495047722161719	-0.046147305601705	0.0313738421772015	ok	0.0711140422683234	no_call
4	leiden6	MII	include_grey	43	1.34721426508363	0.0874683628954886	0.00833038881452363	ok	0.0314703577437559	enriched
4	leiden3	MII	include_grey	48	0.66404163707043	0.604487305123968	0.0118029410480155	ok	0.0364818177847751	enriched
4	grey	MII	include_grey	37	0.154387341399315	-2.61026772693476	0.497212088120326	ok	0.528287843627846	no_call
3	leiden1	SRPI	include_grey	32	0.208028029074904	0.44652681469349	0.00581395442138468	ok	0.0089852022875945	enriched
3	leiden2	SRPI	include_grey	32	-0.0182606017231184	0.109378306367928	0.844344941193497	ok	0.869931151532694	no_call
3	leiden3	SRPI	include_grey	32	0.353645312460988	0.442712658270753	0.000560681266601015	ok	0.00112136253320203	enriched
3	leiden4	SRPI	include_grey	32	0.0699921267111064	0.220776683178739	0.274004111875618	ok	0.345042214954482	no_call
3	grey	SRPI	include_grey	32	-0.100248137354774	-0.330604679291111	0.518853685762041	ok	0.608311217789979	no_call
3	leiden5	SRPI	include_grey	32	0.682173746197122	0.711218985899957	2.69387283342094e-05	ok	6.54226259545085e-05	enriched
3	leiden6	SRPI	include_grey	24	-0.97773526331961	-2.13334502549301	1.94224739173131e-05	ok	5.07972394760496e-05	depleted
1	leiden3	SRPI	include_grey	60	0.685178167238219	0.766227408403896	7.82242510995495e-11	ok	2.65962453738468e-09	enriched
1	leiden4	SRPI	include_grey	60	0.877775547684503	0.681974031036988	1.3510743980977e-08	ok	1.14841323838304e-07	enriched
1	leiden1	SRPI	include_grey	60	0.447406212220696	0.464362337389504	4.32545537435965e-05	ok	9.80436551521521e-05	enriched
1	leiden2	SRPI	include_grey	60	0.437956173502272	0.505364636654755	1.11767588915249e-06	ok	4.75012252889809e-06	enriched
1	leiden6	SRPI	include_grey	51	-7.06955101494404	-4.52803989800293	5.30109746670603e-10	ok	9.01186569340025e-09	depleted
1	grey	SRPI	include_grey	59	1.02044243076267	0.71471685776145	6.94861970651145e-07	ok	3.37504385744842e-06	enriched
1	leiden5	SRPI	include_grey	59	0.965470193654409	0.740441277646026	2.71783854280851e-06	ok	9.24065104554895e-06	enriched
2	leiden4	SRPI	include_grey	39	0.183295770892263	0.596302970079225	0.00316252917295863	ok	0.0051202853276473	enriched
2	leiden3	SRPI	include_grey	39	0.856130938172398	1.2028893205717	8.71116834832536e-08	ok	5.92359447686124e-07	enriched
2	leiden2	SRPI	include_grey	38	-0.107185459256129	-0.404032858955328	0.816509733701217	ok	0.867541592057543	no_call
5	leiden1	SRPI	include_grey	35	-0.122990511433198	0.0168220906935912	0.372037513766156	ok	0.451759838144617	no_call
5	leiden4	SRPI	include_grey	35	0.0146831743632154	0.230482241278285	0.216226224747429	ok	0.282757370823561	no_call
5	leiden2	SRPI	include_grey	35	-0.161281099403271	0.0732024422888847	0.889274159096343	ok	0.889274159096343	no_call
5	leiden6	SRPI	include_grey	35	-0.443877042057462	-0.268818779408868	0.0179432968863018	ok	0.0265248736580113	depleted
5	leiden3	SRPI	include_grey	35	0.654645514986273	0.683119439319859	1.01394025207311e-05	ok	2.87283071420714e-05	enriched
5	grey	SRPI	include_grey	34	-0.535761164228236	-1.70444974783208	0.000270993347646532	ok	0.000575860863748881	depleted
5	leiden5	SRPI	include_grey	35	1.08038590289705	0.920943749436558	5.07673877533844e-06	ok	1.56917380328643e-05	enriched
2	leiden1	SRPI	include_grey	34	0.259897452273379	-0.984877175020164	0.719575027391125	ok	0.78921132036446	no_call
2	leiden5	SRPI	include_grey	36	-0.276483463103217	-0.124838505370111	0.643033275059094	ok	0.728771045066973	no_call
2	grey	SRPI	include_grey	29	1.15333108846998	0.924122964708126	0.000686680701191712	ok	0.00129706354669546	enriched
2	leiden6	SRPI	include_grey	7	-7.35706728186668	-6.23354378965852		insufficient_n		no_call
4	leiden4	SRPI	include_grey	48	0.197162218816447	0.520350083653849	0.00260993209988593	ok	0.00443688456980607	enriched
4	leiden1	SRPI	include_grey	48	0.327332540858855	0.435359035731479	0.00252313929753823	ok	0.00443688456980607	enriched
4	leiden2	SRPI	include_grey	48	0.0985555907011589	0.339455612653732	0.0213016756552505	ok	0.0301773738449381	enriched
4	leiden5	SRPI	include_grey	46	1.14338308473931	1.14410124246511	5.31034217872334e-07	ok	3.00919390127656e-06	enriched
4	leiden6	SRPI	include_grey	43	-0.896563867979314	-2.70390280915463	2.27475842883296e-06	ok	8.59353184225785e-06	depleted
4	leiden3	SRPI	include_grey	48	1.02894489284514	1.13711068600511	2.96704227361808e-09	ok	3.36264791010049e-08	enriched
4	grey	SRPI	include_grey	37	0.0403533983634268	-1.43540693042881	0.135295293675937	ok	0.184001599399275	no_call
3	leiden1	OAP	exclude_grey	32	59.7899156856944	39.0173224772605	0.0132265807738611	ok	0.016676993149651	enriched
3	leiden2	OAP	exclude_grey	32	109.009122395978	119.371384097336	8.34288912027683e-07	ok	2.41943784488028e-06	enriched
3	leiden3	OAP	exclude_grey	32	104.32628323062	72.805328214179	0.000141670049667449	ok	0.00022824619113089	enriched
3	leiden4	OAP	exclude_grey	32	-46.3170688101593	-31.8158841037904	0.00322868018860738	ok	0.0046815862734807	depleted
3	leiden5	OAP	exclude_grey	32	-231.713610287644	-227.718204754159	1.1099335898159e-06	ok	2.92618855496919e-06	depleted
3	leiden6	OAP	exclude_grey	24	27.7545647021866	37.7867387588976	0.119436571746115	ok	0.133217714639898	no_call
1	leiden3	OAP	exclude_grey	60	32.7556000609498	35.1864643805862	0.00831179538163609	ok	0.0114781936222594	enriched
1	leiden4	OAP	exclude_grey	60	-81.3690222508957	-94.4534909197239	3.46945646366948e-09	ok	3.3538079148805e-08	depleted
1	leiden1	OAP	exclude_grey	60	76.8161009060191	87.4142431098761	2.16215546363386e-08	ok	1.25405016890764e-07	enriched
1	leiden2	OAP	exclude_grey	60	105.664512787735	109.960508037503	1.62075623574555e-10	ok	4.70019308366211e-09	enriched
1	leiden6	OAP	exclude_grey	48	135.426644430139	82.4563256614665	0.00904653021514754	ok	0.0119249716472399	enriched
1	leiden5	OAP	exclude_grey	59	-165.922304804411	-207.531645902456	1.23409619651408e-08	ok	8.94719742472708e-08	depleted
2	leiden4	OAP	exclude_grey	39	-56.9304374314751	-40.932715576889	0.0707354293140085	ok	0.0820530980042499	no_call
2	leiden3	OAP	exclude_grey	39	-61.8230880727451	-44.3970826916458	0.0550081035734558	ok	0.066468125151259	no_call
2	leiden2	OAP	exclude_grey	38	282.039650550539	281.575961278424	8.73054435060908e-08	ok	3.61693980239519e-07	enriched
5	leiden1	OAP	exclude_grey	35	86.3573944600279	92.5109431959536	2.69722337863317e-06	ok	6.51828983169684e-06	enriched
5	leiden4	OAP	exclude_grey	35	-79.8397749628844	-78.7977837913213	3.42577501819932e-06	ok	7.0962482519843e-06	depleted
5	leiden2	OAP	exclude_grey	35	100.441671280553	106.481283785129	2.58769141670957e-07	ok	9.38038138557221e-07	enriched
5	leiden6	OAP	exclude_grey	35	-36.7556800316802	-45.5690925282029	0.00114894782237622	ok	0.00175365720257423	depleted
5	leiden3	OAP	exclude_grey	35	4.63551979531889	11.2777864775351	0.507103033167524	ok	0.507103033167524	no_call
