sample	module	module_abundance	core	age_kyr	state	state_label	index	value	sample_mean	centered	analysis_set
LV7008886768	leiden4	0.659441333996091	GeoB25202_R1	102.2955	1	IG-D	MII	-2.85205086447099	-4.05150676781034	1.19945590333936	include_grey
LV7008886768	leiden1	0.00347787728015932	GeoB25202_R1	102.2955	1	IG-D	MII	-1.66753046926585	-4.05150676781034	2.3839762985445	include_grey
LV7008886768	grey	0.0920262950537744	GeoB25202_R1	102.2955	1	IG-D	MII	-1.64313175822057	-4.05150676781034	2.40837500958977	include_grey
LV7008886768	leiden2	0.0863683513167505	GeoB25202_R1	102.2955	1	IG-D	MII	-2.91114436206769	-4.05150676781034	1.14036240574265	include_grey
LV7008886768	leiden5	0.0193824530222849	GeoB25202_R1	102.2955	1	IG-D	MII	-2.06946487336477	-4.05150676781034	1.98204189444558	include_grey
LV7008886768	leiden6	0.00184602401589339	GeoB25202_R1	102.2955	1	IG-D	MII	-14.9141228466324	-4.05150676781034	-10.862616078822	include_grey
LV7008886769	leiden1	0.0211340023403425	GeoB25202_R2	123.1195	2	IG-E	MII	-1.77921055094835	-4.50338205990584	2.7241715089575	include_grey
LV7008886769	leiden4	0.516736995142016	GeoB25202_R2	123.1195	2	IG-E	MII	-2.82310236131702	-4.50338205990584	1.68027969858882	include_grey
LV7008886769	leiden3	0.173185348037304	GeoB25202_R2	123.1195	2	IG-E	MII	-1.86287492044532	-4.50338205990584	2.64050713946052	include_grey
LV7008886769	leiden2	0.211827594766143	GeoB25202_R2	123.1195	2	IG-E	MII	-1.77016580279778	-4.50338205990584	2.73321625710807	include_grey
LV7008886769	grey	0.0101414843445268	GeoB25202_R2	123.1195	2	IG-E	MII	-15.4161687827463	-4.50338205990584	-10.9127867228405	include_grey
LV7008886769	leiden5	0.0669745753696677	GeoB25202_R2	123.1195	2	IG-E	MII	-3.36876994118026	-4.50338205990584	1.13461211872558	include_grey
LV7008886776	leiden1	0.0363832790038343	GeoB25202_R1	36.607	5	G-A	MII	-2.14824267699517	-1.97012943942383	-0.178113237571346	include_grey
LV7008886776	leiden2	0.20001248954001	GeoB25202_R1	36.607	5	G-A	MII	-2.57762287397092	-1.97012943942383	-0.607493434547091	include_grey
LV7008886776	leiden3	0.0376047560168359	GeoB25202_R1	36.607	5	G-A	MII	-2.73599714125887	-1.97012943942383	-0.765867701835041	include_grey
LV7008886776	leiden4	0.681649118862952	GeoB25202_R1	36.607	5	G-A	MII	-2.90341950925054	-1.97012943942383	-0.933290069826717	include_grey
LV7008886776	leiden5	0.0029125607303883	GeoB25202_R1	36.607	5	G-A	MII	-0.532765950982051	-1.97012943942383	1.43736348844177	include_grey
LV7008886776	leiden6	0.0222576092522512	GeoB25202_R1	36.607	5	G-A	MII	-1.00833799538903	-1.97012943942383	0.961791444034798	include_grey
LV7008886776	grey	0.0191801865937278	GeoB25202_R1	36.607	5	G-A	MII	-1.8845199281202	-1.97012943942383	0.0856095113036242	include_grey
LV7008886778	leiden2	0.0904935407837077	GeoB25202_R1	68.149	1	IG-D	MII	-2.72419179568464	-2.17030750193799	-0.553884293746653	include_grey
LV7008886778	leiden3	0.0956741903423567	GeoB25202_R1	68.149	1	IG-D	MII	-3.03275635163446	-2.17030750193799	-0.862448849696468	include_grey
LV7008886778	leiden4	0.733146527020065	GeoB25202_R1	68.149	1	IG-D	MII	-2.87966916934708	-2.17030750193799	-0.709361667409092	include_grey
