sample	module	module_abundance	OAP	MGI	MFI	DCI	MII	SRPI	tea_mode	n_taxa_input	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	n_taxa_in_module_sample	module_total_reads	core	age_kyr	state	state_label
LV7008886709	leiden2	0.195284054788187	597.496480048294	-13.8155105579643	0	0.170633328889947	-2.32040757608281	-1.05357519915512	ko	108	106	104	89	0.981626714017954	0.975066587747854	0.883989345960343	108	40548	GeoB25202_R1	147.206	4	IG-B
LV7008886714	leiden1	0.0087878924372776	454.530178061301	-13.8155105579643	0	-8.57117535496502	-1.76494126444168	0.480258753071773	ko	31	28	28	23	0.984231314258148	0.984231314258148	0.935809690354871	31	33167	GeoB25202_R1	0.692	1	IG-D
LV7008886714	leiden3	0.0218363242779207	683.48135921305	-13.8155105579643	0	-10.9093869762766	-3.15476273644743	-1.35020638307459	ko	123	119	110	81	0.992003785764555	0.927572985172422	0.689530904943335	123	82414	GeoB25202_R1	0.692	1	IG-D
LV7008886714	leiden4	0.89870355601364	336.642644242325	-13.8155105579643	0	-2.74760480237294	-2.15077837817642	-0.411593390648709	ko	232	229	216	189	0.999719033214814	0.86808064012076	0.927717240688	232	3391860	GeoB25202_R1	0.692	1	IG-D
LV7008886714	leiden2	0.0225530381514346	487.170067287162	-13.8155105579643	0	2.24429682245749	-0.747312638766232	-1.36956150359609	ko	106	105	101	78	0.998813425909609	0.857540619603144	0.807493039156945	106	85119	GeoB25202_R1	0.692	1	IG-D
LV7008886714	leiden5	0.0477604347445929	379.917201646547	-13.8155105579643	0	0	-0.653866271911396	-0.559709584619631	ko	11	11	11	11	1	1	1	11	180256	GeoB25202_R1	0.692	1	IG-D
LV7008886714	leiden6	0.000358754375134135	152.348924995897	-13.8155105579643	0	-14.9141228466324	-1.17729259831075	-9.21034037197618	ko	2	2	2	2	1	1	1	2	1354	GeoB25202_R1	0.692	1	IG-D
LV7008886715	leiden1	0.0308159042991686	547.987560261145	-13.8155105579643	0	-1.24468685993951	-1.79682761969554	-1.21102323068971	ko	129	115	107	100	0.906909788867562	0.850367882277671	0.802023352527191	129	25008	GeoB25202_R2	27.6855	5	G-A
LV7008886715	leiden2	0.152949555715199	589.453549784972	-13.8155105579643	0	-0.489420353920623	-2.35371531648557	-1.04607963575592	ko	227	217	208	178	0.975894878467327	0.941412953280214	0.812162129500576	227	124123	GeoB25202_R2	27.6855	5	G-A
LV7008886715	leiden3	0.0187485598173325	552.29590199361	-13.8155105579643	0	-2.58748552248395	-2.44501699657218	-1.11570970826958	ko	69	68	63	54	0.989681235622741	0.919224449556359	0.822214919487348	69	15215	GeoB25202_R2	27.6855	5	G-A
LV7008886715	leiden4	0.745331343673486	323.457352861382	-13.8155105579643	0	-2.06044297170756	-2.15767631571869	-0.678688803043225	ko	261	258	245	215	0.99902291116262	0.963541856105069	0.90731047617788	261	604858	GeoB25202_R2	27.6855	5	G-A
LV7008886715	leiden5	0.0190332076857389	426.324263449313	-13.8155105579643	0	-12.083926226119	-1.76802981458004	0.44765950183461	ko	19	18	17	17	0.992036773274634	0.977793603521948	0.947106046872977	19	15446	GeoB25202_R2	27.6855	5	G-A
LV7008886715	leiden6	0.0318288071036278	499.446823266199	-13.8155105579643	0	-2.44625113111941	-0.784483642771027	-1.60754918374725	ko	67	66	66	60	0.990553619821912	0.990553619821912	0.925629113433991	67	25830	GeoB25202_R2	27.6855	5	G-A
LV7008886715	grey	0.00129262170544737	609.511478163494	-13.8155105579643	0	0	-1.60466463368144	-0.982198694797484	ko	8	7	7	7	0.851286939942803	0.851286939942803	0.851286939942803	8	1049	GeoB25202_R2	27.6855	5	G-A
LV7008886717	leiden4	0.814435912228699	402.12744628779	-13.8155105579643	0	-2.45989973167158	-2.5079729723089	-0.788408106915284	ko	229	225	214	185	0.994882661504546	0.951947092338037	0.896511294173684	229	163757	GeoB25202_R2	59.738	4	IG-B
LV7008886717	leiden1	0.0169445162830485	515.417845168046	-13.8155105579643	0	-0.371631035092382	-1.75180845144444	-0.986116495478786	ko	13	13	13	12	1	1	0.959495157029645	13	3407	GeoB25202_R2	59.738	4	IG-B
LV7008886717	leiden2	0.11861161398134	630.724207369323	-13.8155105579643	0	0.405385878688758	-2.65411374764411	-1.05955640064252	ko	79	77	75	66	0.989559310662921	0.96943268061554	0.88079164744853	79	23849	GeoB25202_R2	59.738	4	IG-B
LV7008886717	leiden6	0.0034615155071916	770.804597701149	-13.8155105579643	0	-0.603802080224096	-1.92072315407402	-9.21034037197618	ko	5	5	5	5	1	1	1	5	696	GeoB25202_R2	59.738	4	IG-B
LV7008886717	leiden3	0.0380965643463903	647.811129481378	-13.8155105579643	0	0	-3.31510317103266	-1.33628587593649	ko	39	38	35	28	0.985248041775457	0.906919060052219	0.750130548302872	39	7660	GeoB25202_R2	59.738	4	IG-B
LV7008886717	leiden5	0.00844987765333121	286.695395865068	-13.8155105579643	0	-0.438722329864647	-2.56167841142326	-0.0046990806352839	ko	8	8	8	8	1	1	1	8	1699	GeoB25202_R2	59.738	4	IG-B
LV7008886718	leiden3	0.112458351484041	481.138610408438	-13.8155105579643	0	-0.564741767094869	-3.08129010149998	-0.0123856318153442	ko	141	136	125	106	0.989831839298567	0.951658705751489	0.853144016227181	141	76415	GeoB25202_R2	79.0255	1	IG-D
LV7008886718	leiden4	0.67503855799004	330.017714768631	-13.8155105579643	0	-2.09454331495647	-2.75208628027334	-0.594301021653129	ko	285	282	267	234	0.997887443697867	0.948409151358446	0.887376113506844	285	458686	GeoB25202_R2	79.0255	1	IG-D
LV7008886718	leiden1	0.0149890507081719	560.520579575068	-13.8155105579643	0	-0.862094677828643	-2.14348910462082	-0.933952004423512	ko	50	48	46	43	0.97260677466863	0.950417280314188	0.886008836524301	50	10185	GeoB25202_R2	79.0255	1	IG-D
