sample	MEblack	MEmagenta	MEred	MEgreen	MEblue	MEbrown	MEyellow	MEpurple	MEpink	MEturquoise	MEgrey
LV3003061504	-0.0228985719407026	-0.0345562337855558	-0.0453054143332554	-0.0371558416654948	0.0141022741673486	-0.0340963886362043	-0.0435100469310397	0.00104835368543731	-0.00251006707949536	-0.023863235295119	-0.0342952552783168
LV3003061486	-0.0511884371595441	-0.0345562337855558	-0.059511896989115	-0.0372964487337988	-0.0529282284838308	-0.0421032111112515	-0.0734196204528088	-0.0611699052030025	-0.0617015103127391	-0.0770124215137451	-0.0231626920507885
LV3003061475	-0.0512843366146668	-0.0345562337855558	-0.047165248304125	-0.0322480990092805	0.00546538247597695	-0.0349883183805539	-0.0515504911275266	-0.00449848321968389	0.0375441272501817	-0.0230434480759892	-0.0156078860893655
LV3003061570	-0.0230222605137615	-0.0198842781950228	0.0441866987322384	-0.0372025553670192	0.036290895617904	-0.0305110837803878	-0.0269540168062699	0.016461231530644	0.068903488779763	0.0194528303902003	-0.0232432245917872
LV3003061557	-0.0391578257024079	0.00235182555317956	0.100500330383264	-0.0367474687463507	-0.00456416952231582	-0.0334280433599138	-0.0393036229776439	-0.0469753952998816	0.073276392867019	0.0190696430187105	-0.0261045436594245
LV3003061543	-0.00934232400328882	0.00962059667914711	0.112232868121482	-0.0305656703314143	0.0754826780595476	0.00687340451507516	0.0713979169849899	0.0206136500918408	0.0829225272875161	0.084629968589717	-0.0253293187895225
LV3003061529	-0.0420033260684122	0.0435523570051152	0.115550942092766	-0.00580527091004462	0.080795266521952	0.059851582110519	0.101043588633488	0.0594613516205608	0.0929928151084951	0.10165253534081	-0.00782696016509661
LV3003061515	0.0122483106381274	0.325963651641325	0.242547755557696	-0.0268625578876197	0.0798621161302204	0.0763427307945337	0.0920849511789625	0.0846855060236566	0.136493651751398	0.145064943709776	0.0133559721979648
LV3003061503	-0.0194568029631531	0.00106215072562444	0.141221061495388	-0.0316095710589012	0.0592628959106243	-0.0101763273701588	0.0302702730348388	0.0865760681892449	0.0897724899967063	0.0948654642348655	0.0122765568979186
LV3003061485	-0.0320596765057751	0.0998161046720226	0.214970158770838	-0.0308463591983044	0.0824312122538009	0.0813235077087418	0.0612320327541589	0.0758237016055294	0.119981200794095	0.13723959433018	0.0260122599806279
LV3003061474	-0.0464924135286784	-0.0296928930871689	0.0683029664502752	-0.0299934532488886	0.0355387461042404	-0.0266629375233589	-0.0142030600813373	0.0544898019464259	0.0563775699706952	0.0476044538682684	0.0252279779983794
