sample	total_reads_from_counts	observed_taxa	singleton_taxa	doubleton_taxa	shannon_vegan	phyloseq_observed	phyloseq_shannon	phyloseq_chao1	vegan_observed	vegan_chao1	vegan_chao1_se	iNEXT_sample_coverage	richness_at_80pct_depth	rarefaction_slope_per_10k	chao1_gap	singleton_fraction	doubleton_fraction	core	flowcell	depth_in_core_cm	log_total_reads	total_reads	library_concentration	log_initial	log_derep	avg_leng_initial	avg_len_derep	detected_taxa	shannon_raw	age_kyr	mis	sst	low_reads_50k	low_reads_100k	low_taxa_150	low_taxa_250	low_reads_or_taxa	low_reads_and_taxa	PC1	PC2	PC3	site_group	focus_age_band	qc_depth_class	chao1_caution
LV7008886744	417148	430	0	0	4.62624744378642	430	4.62624744378642	430	430	430	0	1	430	0	0	0	0	GeoB25202_R1		209.5	5.62029120681951	417148	52.79	7.68901334954828	7.32888158599926	42	43	430	4.62624744378642	105.5785	3.936775	8.648961519375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	39.1582520057539	33.7600714658716	-15.6962258127462	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886745	149876	265	0	0	4.44350428943579	265	4.44350428943579	265	265	265	0	1	265	0	0	0	0	GeoB25202_R2		240.5	5.17573499149085	149876	11.25	7.95301724481487	6.75284888696593	46.7	49.6	265	4.44350428943579	136.2775	4.81445	10.5709554267778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	49.6625290764413	-2.30274721882236	-2.63731759669024	GeoB25202	other	adequate_depth	TRUE
LV7008886751	555536	552	0	0	4.90063183188987	552	4.90063183188987	552	552	552	0	1	552	0	0	0	0	GeoB25202_R1		38.5	5.74471298921875	555536	84.76	8.22362761632251	7.60395583138504	43.1	44.4	552	4.90063183188987	7.1335	3.376675	6.13742853745238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.57526390578406	-23.2614125701556	-6.83839351085836	GeoB25202	other	adequate_depth	TRUE
LV7008886752	380554	491	0	0	5.05264546243521	491	5.05264546243521	491	491	491	0	1	491	0	0	0	0	GeoB25202_R2		119.5	5.58041743238211	380554	26.14	8.34881468443	7.42934158879657	57.3	61.2	491	5.05264546243521	43.105	4.4621	8.3026120984	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.08868707405842	-8.22982918216202	-30.0218499883353	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886753	183516	313	0	0	4.97200014016842	313	4.97200014016842	313	313	313	0	1	313	0	0	0	0	GeoB25202_R2		155.5	5.26367630109068	183516	24.03	8.11124352126373	6.98361212609747	43.9	47.9	313	4.97200014016842	58.997	4.43018	9.918947659625	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	37.5054146507159	11.9458853090344	2.62861327499195	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886754	1135815	933	0	0	5.59716456725788	933	5.59716456725788	933	933	933	0	1	933	0	0	0	0	GeoB25202_R1		173.5	6.05530798220513	1135815	93.18	7.98091354879309	7.58824401198085	45.2	46.3	933	5.59716456725788	71.8895	4.211105	10.5567572325	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-66.9232872805893	56.4195071932224	5.54422552553808	GeoB25202	other	adequate_depth	TRUE
LV7008886755	636273	630	0	0	5.03278574728939	630	5.03278574728939	630	630	630	0	1	630	0	0	0	0	GeoB25202_R2		189.5	5.80364417706739	636273	58.83	7.74322793847916	7.38854784733442	44.5	45.1	630	5.03278574728939	81.6705	3.80659	7.83914049266667	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-6.43577495486233	55.6015726515102	-23.8208940162903	GeoB25202	other	adequate_depth	TRUE
LV7008886756	414662	493	0	0	4.96069583130431	493	4.96069583130431	493	493	493	0	1	493	0	0	0	0	GeoB25202_R2		209.5	5.61769528539364	414662	62.05	7.72008248025816	7.27310942687438	43.1	44.3	493	4.96069583130431	105.5785	3.936775	8.648961519375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	22.2027554390686	33.9804577119981	-27.5345590147235	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886757	41240	97	0	0	3.84135451533403	97	3.84135451533403	97	97	97	0	1	97	0	0	0	0	GeoB25202_R1		227.5	4.61532918738783	41240	7.44	7.78502340693055	6.45410776284002	49.7	54	97	3.84135451533403	123.1195	3.120315	15.0483957938462	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	89.1827954247172	-13.0237346222484	23.2954053456135	GeoB25202	other	low_diversity_but_saturated	TRUE
LV7008886763	290240	323	0	0	4.36617471261151	323	4.36617471261151	323	323	323	0	1	323	0	0	0	0	GeoB25202_R2		38.5	5.46275876170626	290240	37.96	8.18696504950524	7.54666717216855	44.3	46.4	323	4.36617471261151	7.1335	3.376675	6.13742853745238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	44.5742169669566	-21.8043501896042	7.92456515493543	GeoB25202	other	adequate_depth	TRUE
LV7008886765	405489	549	0	0	5.21668099168653	549	5.21668099168653	549	549	549	0	1	549	0	0	0	0	GeoB25202_R1		149.5	5.60798014831692	405489	42.2	8.12703409335713	7.46566588350838	51.4	54.5	549	5.21668099168653	58.181	4.47914	7.16758002833333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-8.2795209019892	-2.22697205724196	-29.0171703536462	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886766	1186650	900	0	0	5.4589647578697	900	5.4589647578697	900	900	900	0	1	900	0	0	0	0	GeoB25202_R2		173.5	6.07432300955226	1186650	126.44	7.89746884733528	7.59202072768276	43.7	44.9	900	5.4589647578697	71.8895	4.211105	10.5567572325	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-62.9415102926921	60.5418442459583	4.78765132813873	GeoB25202	other	adequate_depth	TRUE
LV7008886768	625669	669	0	0	5.29570283054352	669	5.29570283054352	669	669	669	0	1	669	0	0	0	0	GeoB25202_R1		205.5	5.79634533166474	625669	82.16	7.84531218124984	7.39368617545801	44	45.4	669	5.29570283054352	102.2955	3.86591	7.669916553875	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-19.1508839896214	50.8956139202108	-23.1991501592669	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886769	112804	187	0	0	4.38099130928001	187	4.38099130928001	187	187	187	0	1	187	0	0	0	0	GeoB25202_R2		227.5	5.05232834986261	112804	14.6	7.9147650112889	6.78176355797553	49.9	54.2	187	4.38099130928001	123.1195	3.120315	15.0483957938462	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	72.8088576092394	-15.885977761508	11.5273648387243	GeoB25202	other	low_diversity_but_saturated	TRUE
LV7008886776	800670	829	0	0	5.70399081923291	829	5.70399081923291	829	829	829	0	1	829	0	0	0	0	GeoB25202_R1		105.5	5.90345409881058	800670	70.05	8.18458544151618	7.61704494318164	56	58.3	829	5.70399081923291	36.607	4.45607	9.28041102375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-67.1308547195354	-12.1321438537908	-3.40477363104884	GeoB25202	other	adequate_depth	TRUE
LV7008886778	1069557	840	0	0	5.36535063361141	840	5.36535063361141	840	840	840	0	1	840	0	0	0	0	GeoB25202_R1		167.5	6.02920434047086	1069557	72.83	7.85906544023652	7.50907053322555	47.2	48	840	5.36535063361141	68.149	4.42745	8.09207392775	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-52.1557300436086	61.1761422041888	-7.4033325168665	GeoB25202	other	adequate_depth	TRUE
LV7008886780	891911	789	0	0	5.38299105738129	789	5.38299105738129	789	789	789	0	1	789	0	0	0	0	GeoB25202_R2		205.5	5.95032200706702	891911	96.96	7.95729628408626	7.5146659788839	44.1	45.2	789	5.38299105738129	102.2955	3.86591	7.669916553875	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-43.8758376418196	50.975735680661	-15.3600596516674	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886781	24863	66	0	0	3.63057435440158	66	3.63057435440158	66	66	66	0	1	66	0	0	0	0	GeoB25202_R1		223.5	4.39557099712082	24863	10.9	7.01763955023627	6.21594698382105	51.1	53.5	66	3.63057435440158	120.0235	3.269765	15.13774048625	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	92.6388398394822	-13.1643449424513	28.4762144830833	GeoB25202	other	low_diversity_but_saturated	TRUE
