taxon	prevalence	mean_count	median_count	var_log	cor_depth	cor_age	core_eta2	neutral_score	selected
S__GCA_002402035.1	0.0934579439252336	18.4392523364486	0	2.97281095407804	0.143577424077673	0.00177339506392982	0.00888542192576273	0.154236241067365	not_selected
S__3300027752_30	0.0934579439252336	54.2523364485981	0	3.77155955449973	0.0065155236400368	-0.120001394685089	0.028173611136353	0.154690529461479	not_selected
S__GCA_009379895.1	0.0654205607476636	26.6588785046729	0	2.61359365353926	0.0892466117937468	-0.0493119426237495	0.0194853912408935	0.15804394565839	not_selected
S__GCA_905181785.1	0.0981308411214953	24.4439252336449	0	3.22691703817906	0.141713884156993	-0.014614432179508	0.00186275398699237	0.158191070323494	not_selected
S__3300026144_3	0.088785046728972	123.728971962617	0	4.70948894342112	0.134710706533106	-0.0236957564587942	0.00342459078867088	0.161831053780571	not_selected
S__GCA_018660745.1	0.0934579439252336	44.9626168224299	0	3.6654115897934	0.142942616693492	-0.00512781226643305	0.0148199353823704	0.162890364342295	not_selected
S__GCA_004356925.1	0.168224299065421	339.31308411215	0	7.67599795390832	0.0966730912899366	-0.0605335373854692	0.00626965969523645	0.163476288370642	not_selected
S__GCA_013204045.1	0.0467289719626168	9.73364485981308	0	1.61090759055898	0.104341662801875	0.000440563204979941	0.0594891723339323	0.164271398340787	not_selected
S__3300027406_20	0.102803738317757	35.2476635514019	0	3.54079786782932	0.12321160451215	-0.0243267393561707	0.0190009927350189	0.16653933660334	not_selected
S__GCA_002686855.1	0.210280373831776	107.514018691589	0	7.44397430463609	-0.0497293191408072	0.0419156257741416	0.075772424140626	0.167417369055575	not_selected
S__GCA_905181955.1	0.135514018691589	185.542056074766	0	6.44799041527136	0.00243912465761074	-0.12994364907155	0.0384105724363417	0.170793346165502	not_selected
S__3300000322_5	0.182242990654206	85.7570093457944	0	6.48942591416424	0.0748745934875153	0.0891420568546176	0.00758028579118192	0.171596936133315	not_selected
S__GCA_004356805.1	0.0467289719626168	660.869158878505	0	3.82301425104143	0.0969065383429655	-0.0779663064581345	0.00116995679333366	0.176042801594434	not_selected
S__GCA_004124875.1	0.11214953271028	129.009345794393	0	5.0503936979905	0.110524624717898	-0.0357733823687533	0.0302122685106715	0.176510275597323	not_selected
S__IMGVR_UViG_GVMAG-S-1074264-73_000001	0.0514018691588785	8.1214953271028	0	1.59660177813421	0.154025280119794	-0.00319885419609633	0.0207510355261681	0.177975169842059	not_selected
S__GCA_905182585.1	0.088785046728972	15.5	0	2.72471762320523	0.112066818127936	-0.0251841940008549	0.0420056558782838	0.179256668007074	not_selected
S__3300026087_19	0.294392523364486	123.056074766355	0	8.70939985198809	0.163806489141696	-0.00859826621898046	0.00842398933128098	0.180828744691958	not_selected
S__3300025513_19	0.0467289719626168	9.40654205607477	0	1.56128180209493	0.0648155999043634	-0.106117030825415	0.0104221875286921	0.181354818258471	not_selected
S__GCF_000347635.1	0.317757009345794	366.873831775701	0	11.5052739271668	0.125911184036781	-0.0189454381704179	0.0365433754740739	0.181399997681273	not_selected
S__GCA_017886365.1	0.088785046728972	16.7056074766355	0	2.81570869929859	0.113446699924107	-0.0286841435478242	0.0399978968909592	0.18212874036289	not_selected
S__GCA_017858365.1	0.210280373831776	66.303738317757	0	6.46598273002489	0.15783168622495	0.0105492380403143	0.0142291871368452	0.182610111402109	not_selected
S__TARA_MED_95_MAG_00057	0.0514018691588785	15.2336448598131	0	1.89310203838434	0.116146695386058	-0.0672842322772331	0.00123360630459202	0.184664533967884	not_selected
S__3300025575_16	0.0747663551401869	14.892523364486	0	2.42367058281019	0.143433347221853	-0.0285101466315514	0.0132589181420629	0.185202411995468	not_selected
S__GCA_012959215.1	0.0747663551401869	20.0140186915888	0	2.58501448496362	0.152983854653964	-0.0156053417598409	0.0170045751295788	0.185593771543384	not_selected
S__3300025798_6	0.130841121495327	146.948598130841	0	6.0607997200921	0.0235868248266295	0.148012125626985	0.0151945127196887	0.186793463173303	not_selected
S__3300024433_12	0.0981308411214953	37.8177570093458	0	3.70962469871992	0.0941928841301115	-0.0400878782599241	0.0528166518828999	0.187097414272935	not_selected
S__GCA_015659125.1	0.0514018691588785	13.3551401869159	0	1.89351789553612	0.139314555378791	-0.040511474343888	0.00824950506538992	0.188075534788069	not_selected
S__GCA_012960975.1	0.126168224299065	75.8130841121495	0	4.9265435574699	0.123487747175381	-0.0409732348535139	0.0240773923720197	0.188538374400915	not_selected
S__GCA_002816705.1	0.0514018691588785	19.3598130841122	0	1.88197106396825	0.177596391160185	0.00364877869823156	0.00743654946941024	0.188681719327827	not_selected
S__TARA_ARC_108_MAG_00117	0.0607476635514019	9.77570093457944	0	1.89860691234736	0.132544781819863	0.041702773463697	0.015428240737577	0.189675796021137	not_selected
S__3300027791_18	0.205607476635514	158.336448598131	0	8.29683316329919	0.0853430748110388	-0.0806142772379284	0.0240983700533333	0.190055722102301	not_selected
S__GCA_905181925.1	0.0794392523364486	49.9345794392523	0	3.28842245349029	0.0974354903512258	0.0251212815833784	0.071724170946147	0.194280942880751	not_selected
S__3300027582_23	0.0560747663551402	11.0327102803738	0	1.84439727309866	0.0778578649944054	-0.1060406005244	0.0126266314321234	0.196525096950929	not_selected
S__3300024353_52	0.0700934579439252	815.130841121495	0	5.04898736833391	-0.0395656367835251	0.00903620798347867	0.150939036539797	0.199540881306801	not_selected
S__GCA_017882505.1	0.0700934579439252	70.3317757009346	0	3.55355842309413	0.144796692604597	0.0167094481288324	0.0402801804263577	0.201786321159788	not_selected
S__GCA_002690445.1	0.0747663551401869	18.4299065420561	0	2.56096921035407	0.182587073697013	-0.0024392880105818	0.0175106502891272	0.202537011996722	not_selected
S__GCA_002335865.1	0.14018691588785	41.4906542056075	0	4.72474815854997	0.129080008209054	-0.0718776238216904	0.00536252593042613	0.20632015796117	not_selected
S__MAG_QYSC.20.08_metabat2_bin.16	0.0747663551401869	13.4065420560748	0	2.30935932315646	0.145233254942987	-0.0326363951679932	0.0294190156872985	0.207288665798279	not_selected
S__GCA_905480275.1	0.0981308411214953	30.1542056074766	0	3.40593055056819	0.189074732951066	0.0127990137269456	0.00582419790110359	0.207697944579115	not_selected
S__GCA_012959475.1	0.0607476635514019	14.4018691588785	0	2.13111775626507	0.102174933054927	-0.0940407922341909	0.0142602508382985	0.210475976127416	not_selected
S__GCA_002695115.1	0.0981308411214953	20.5514018691589	0	3.13930125110126	0.0722631849110548	0.131299480675398	0.00731287673828337	0.210875542324736	not_selected
