state	module	index	analysis_set	n	median_centered	mean_centered	p_value	status	q_value	direction
3	blue	MFI	exclude_grey	31	0.498175363354901	0.498524079682713	0.0179589982821223	ok	0.0449885424448993	enriched
3	brown	MFI	exclude_grey	32	-1.97910078108265	-1.8987188174622	0.0173307934058936	ok	0.0449885424448993	depleted
5	green	MFI	exclude_grey	13	0	0		ok		no_call
5	turquoise	MFI	exclude_grey	13	0	0		ok		no_call
5	yellow	MFI	exclude_grey	13	0	0		ok		no_call
5	blue	MFI	exclude_grey	13	0	0		ok		no_call
5	brown	MFI	exclude_grey	4	0	0		insufficient_n		no_call
2	turquoise	MFI	exclude_grey	51	0	0.576824992774657	0.0224942712224497	ok	0.0449885424448993	no_call
2	green	MFI	exclude_grey	26	0	0.230287637620104	0.371093369522698	ok	0.390624599497576	no_call
1	turquoise	MFI	exclude_grey	75	0	0.245229177743027	0.0207062164724888	ok	0.0449885424448993	no_call
1	yellow	MFI	exclude_grey	75	0	0.245229177743027	0.0207062164724888	ok	0.0449885424448993	no_call
1	green	MFI	exclude_grey	67	0	0.169262071800003	0.0584752615656529	ok	0.0899619408702352	no_call
1	blue	MFI	exclude_grey	66	0	0.278669520162531	0.0207062164724888	ok	0.0449885424448993	no_call
1	brown	MFI	exclude_grey	60	0	-1.10861873004636	0.0207062164724888	ok	0.0449885424448993	no_call
2	yellow	MFI	exclude_grey	47	0	0.479965760262626	0.0360316862182336	ok	0.0600528103637226	no_call
2	blue	MFI	exclude_grey	14	0	0.693595009428148	0.18144920772142	ok	0.259213153887743	no_call
2	brown	MFI	exclude_grey	18	0	-3.75968189299821	0.0224942712224497	ok	0.0449885424448993	no_call
4	green	MFI	exclude_grey	43	0	0.144500365551486	0.371093369522698	ok	0.390624599497576	no_call
4	turquoise	MFI	exclude_grey	43	0	0.144500365551486	0.371093369522698	ok	0.390624599497576	no_call
4	yellow	MFI	exclude_grey	43	0	0.144500365551486	0.371093369522698	ok	0.390624599497576	no_call
