sample	n_taxa_input	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	frac_taxa_with_comp	frac_taxa_with_ko	frac_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	tea_mode	state	state_label	core	age_kyr
LV7008886690	302	298	256	256	0.986754966887417	0.847682119205298	0.847682119205298	0.997061452190741	0.916067157236669	0.967733831516154	ko	3	IG-A	GeoB25202_R1	2.324
LV7008886692	325	321	307	265	0.987692307692308	0.944615384615385	0.815384615384615	0.997112995499279	0.824922851104843	0.908535453122651	ko	1	G-A	GeoB25202_R1	53.875
LV7008886695	647	629	592	529	0.972179289026275	0.914992272024729	0.817619783616692	0.995807375317699	0.955883556086079	0.906683923577814	ko	4	IG-B	GeoB25202_R1	95.3875
LV7008886702	600	580	521	471	0.966666666666667	0.868333333333333	0.785	0.995235511513939	0.917863501025306	0.91820333890719	ko	3	IG-A	GeoB25202_R2	2.324
LV7008886703	750	724	694	599	0.965333333333333	0.925333333333333	0.798666666666667	0.991282722090338	0.950990746572356	0.852331120908225	ko	1	G-A	GeoB25202_R1	27.6855
LV7008886704	383	373	354	302	0.973890339425587	0.924281984334204	0.788511749347259	0.992452519074815	0.82572963978954	0.867203309798984	ko	1	G-A	GeoB25202_R2	53.875
LV7008886705	207	205	197	174	0.990338164251208	0.951690821256039	0.840579710144928	0.997257692354156	0.970644019474008	0.894161421650942	ko	2	IG-D	GeoB25202_R1	59.738
LV7008886706	767	731	689	601	0.953063885267275	0.898305084745763	0.783572359843546	0.991707335803181	0.936995245722972	0.87780257689888	ko	4	IG-B	GeoB25202_R1	79.0255
LV7008886707	560	553	525	471	0.9875	0.9375	0.841071428571429	0.997540898600299	0.952957161715359	0.919343583397638	ko	4	IG-B	GeoB25202_R2	95.3875
LV7008886708	539	532	500	451	0.987012987012987	0.927643784786642	0.836734693877551	0.997403500507523	0.945626795725216	0.913059326929008	ko	4	IG-B	GeoB25202_R1	109.6305
LV7008886709	388	384	369	322	0.989690721649485	0.951030927835052	0.829896907216495	0.995309098614884	0.961841877131133	0.840865745824424	ko	1	G-A	GeoB25202_R1	147.206
LV7008886714	505	494	468	384	0.978217821782178	0.926732673267327	0.76039603960396	0.999407551859084	0.87651059703193	0.923354008960911	ko	5	IG-C	GeoB25202_R1	0.692
LV7008886715	780	749	713	631	0.96025641025641	0.914102564102564	0.808974358974359	0.991878293936507	0.956824709899461	0.88918572226008	ko	1	G-A	GeoB25202_R2	27.6855
LV7008886717	373	366	350	304	0.981233243967828	0.938337801608579	0.815013404825737	0.994031869815187	0.953692283207671	0.89137008375276	ko	2	IG-D	GeoB25202_R2	59.738
LV7008886718	691	672	635	557	0.972503617945007	0.918958031837916	0.806078147612156	0.994354639320908	0.952539823633988	0.886724866665882	ko	4	IG-B	GeoB25202_R2	79.0255
LV7008886719	432	430	406	371	0.99537037037037	0.939814814814815	0.858796296296296	0.999079576282134	0.950793086902763	0.91293345267315	ko	2	IG-D	GeoB25202_R1	87.2825
LV7008886720	639	627	592	524	0.981220657276995	0.926447574334898	0.820031298904538	0.995950912056786	0.826940602800993	0.919066379441442	ko	4	IG-B	GeoB25202_R2	109.6305
LV7008886721	473	465	440	383	0.983086680761099	0.930232558139535	0.809725158562368	0.992544397141015	0.95579057725138	0.841332020486084	ko	1	G-A	GeoB25202_R2	147.206
LV7008886726	450	444	418	346	0.986666666666667	0.928888888888889	0.768888888888889	0.999401279635833	0.858175483246971	0.931321698929896	ko	5	IG-C	GeoB25202_R2	0.692
LV7008886727	945	891	830	730	0.942857142857143	0.878306878306878	0.772486772486773	0.98422050034015	0.934343095360613	0.761704116358791	ko	3	IG-A	GeoB25202_R1	16.4375
LV7008886728	449	437	413	358	0.973273942093541	0.919821826280624	0.797327394209354	0.992798027022529	0.850289743240585	0.88285294963158	ko	1	G-A	GeoB25202_R2	50.3555
LV7008886730	837	796	755	662	0.951015531660693	0.902031063321386	0.790919952210275	0.988699175159968	0.952496349953758	0.876612944871392	ko	4	IG-B	GeoB25202_R1	75.351
LV7008886731	444	442	419	380	0.995495495495495	0.943693693693694	0.855855855855856	0.999299149233522	0.95478061090134	0.920179732971711	ko	2	IG-D	GeoB25202_R2	87.2825
LV7008886739	1047	969	907	802	0.925501432664757	0.866284622731614	0.765998089780325	0.981370077558851	0.933221988343441	0.757908752420873	ko	3	IG-A	GeoB25202_R2	16.4375
LV7008886740	528	515	486	416	0.975378787878788	0.920454545454545	0.787878787878788	0.992788399977464	0.950486834220271	0.874104312106576	ko	1	G-A	GeoB25202_R1	43.105
LV7008886741	90	89	84	77	0.988888888888889	0.933333333333333	0.855555555555556	0.992601760176018	0.922304730473047	0.903630363036304	ko	2	IG-D	GeoB25202_R1	58.997
LV7008886742	958	900	856	756	0.939457202505219	0.893528183716075	0.789144050104384	0.987076667514703	0.950571676568743	0.868453031232696	ko	4	IG-B	GeoB25202_R2	75.351
LV7008886743	512	499	476	431	0.974609375	0.9296875	0.841796875	0.995484258295951	0.94969851551051	0.916936082305079	ko	4	IG-B	GeoB25202_R1	81.6705
LV7008886744	430	424	395	359	0.986046511627907	0.918604651162791	0.834883720930233	0.99673976622206	0.933093290630664	0.924988253569477	ko	2	IG-D	GeoB25202_R1	105.5785
LV7008886745	265	264	257	217	0.99622641509434	0.969811320754717	0.818867924528302	0.999252715578211	0.986048466732499	0.890616242760682	ko	2	IG-D	GeoB25202_R2	136.2775
LV7008886751	552	533	476	441	0.965579710144928	0.86231884057971	0.798913043478261	0.993130958209729	0.920422798882521	0.916487860372685	ko	3	IG-A	GeoB25202_R1	7.1335
LV7008886752	491	482	459	402	0.981670061099796	0.934826883910387	0.818737270875764	0.996000567593561	0.894038690961073	0.894443364148058	ko	1	G-A	GeoB25202_R2	43.105
LV7008886753	313	308	293	255	0.984025559105431	0.936102236421725	0.814696485623003	0.99461627324048	0.960624686675821	0.799783125177096	ko	2	IG-D	GeoB25202_R2	58.997
LV7008886754	933	877	832	731	0.939978563772776	0.891747052518757	0.783494105037513	0.979670985151631	0.908819658130946	0.853977100143949	ko	4	IG-B	GeoB25202_R1	71.8895
LV7008886755	630	604	567	502	0.958730158730159	0.9	0.796825396825397	0.991629379213011	0.930492100089113	0.883289091317721	ko	4	IG-B	GeoB25202_R2	81.6705
LV7008886756	493	487	458	412	0.987829614604463	0.929006085192698	0.835699797160243	0.997356883437595	0.957922356039377	0.901430562723375	ko	4	IG-B	GeoB25202_R2	105.5785
LV7008886757	97	97	92	83	1	0.948453608247423	0.855670103092784	1	0.942119301648885	0.913627546071775	ko	2	IG-D	GeoB25202_R1	123.1195
LV7008886763	323	316	278	261	0.978328173374613	0.860681114551084	0.808049535603715	0.99694046306505	0.913475055126792	0.904089718853363	ko	3	IG-A	GeoB25202_R2	7.1335
LV7008886765	549	534	511	446	0.972677595628415	0.930783242258652	0.812386156648452	0.99352140255346	0.886485206750368	0.873690778294849	ko	1	G-A	GeoB25202_R1	58.181
LV7008886766	900	835	788	685	0.927777777777778	0.875555555555556	0.761111111111111	0.977666540260397	0.935829435806683	0.848003202292167	ko	4	IG-B	GeoB25202_R2	71.8895
LV7008886768	669	654	617	534	0.977578475336323	0.922272047832586	0.798206278026906	0.994957397601607	0.955951149889159	0.873773512831865	ko	4	IG-B	GeoB25202_R1	102.2955
LV7008886769	187	186	177	166	0.994652406417112	0.946524064171123	0.887700534759358	0.998235878160349	0.964433885323215	0.92949718095103	ko	2	IG-D	GeoB25202_R2	123.1195
LV7008886776	829	787	751	646	0.949336550060314	0.905910735826297	0.779252110977081	0.983852273720759	0.921960358200008	0.837862040541047	ko	1	G-A	GeoB25202_R1	36.607
LV7008886778	840	782	737	642	0.930952380952381	0.877380952380952	0.764285714285714	0.979608379918041	0.931061177665146	0.864618715973062	ko	4	IG-B	GeoB25202_R1	68.149
LV7008886780	789	760	721	624	0.963244613434727	0.913814955640051	0.790874524714829	0.991570907859641	0.945143629801628	0.870085692406529	ko	4	IG-B	GeoB25202_R2	102.2955
LV7008886781	66	66	63	57	1	0.954545454545455	0.863636363636364	1	0.95004625346901	0.931062220970921	ko	2	IG-D	GeoB25202_R1	120.0235
