sample	core	flowcell	depth_in_core_cm	log_total_reads	total_reads	library_concentration	log_initial	log_derep	avg_leng_initial	avg_len_derep	detected_taxa	shannon_raw	age_kyr	mis	sst	PC1	PC2	PC3	site_group	glacial_class	dedup_fraction	low_reads_50k	low_reads_100k	low_reads_q10	low_reads_q20	low_taxa_150	low_taxa_250	low_taxa_q10	low_taxa_q20	low_reads_or_taxa	low_reads_and_taxa	total_reads_from_counts	observed_taxa	shannon_vegan	vegan_chao1	chao1_gap	rarefaction_slope_per_10k	qc_depth_class	PC1_pc	PC2_pc	PC3_pc	age_bin_10k	focus_age_bin	age_bin_quantile	sequencing_attention
LV3003047147	ST8		419.5	5.36311159506033	230733	48.14	7.71966418201053	6.96489688215443	63.1	66.9	427	5.41067423600899	62.3217	4.577481	7.91347852480206	10.4850108693636	-15.9487226330096	-18.7840131105414	ST8	glacial_like	0.175886562555656	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	230733	427	5.41067423600899	427	0	0	adequate_depth	10.4850108693636	-15.9487226330096	-18.7840131105414	[60,70)	other	(50.5,71.3]	FALSE
LV3003047148	ST8		414.5	5.36409300944604	231255	47.48	7.72859181568263	7.05886696628526	65.5	69.9	399	5.19254468739444	61.3767	4.543903	7.88451611411687	18.4069197942484	-7.99261728052715	-20.1328641940066	ST8	glacial_like	0.21393168941214	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	231255	399	5.19254468739444	399	0	0	adequate_depth	18.4069197942484	-7.99261728052715	-20.1328641940066	[60,70)	other	(50.5,71.3]	FALSE
LV3003047149	ST8		409.5	5.2424072433716	174745	45.56	7.79414352776541	6.96238974750459	65.1	69.9	360	5.23576748314559	60.4317	4.561147	7.85555370343168	26.3926399504437	-6.97472913613121	-15.9910702336385	ST8	glacial_like	0.147314731776789	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	174745	360	5.23576748314559	360	0	0	adequate_depth	26.3926399504437	-6.97472913613121	-15.9910702336385	[60,70)	other	(50.5,71.3]	FALSE
LV3003047150	ST8		404.5	5.56770611091665	369577	73.51	7.8268550212585	7.18830518250931	74.5	80.5	509	5.38008623698788	59.5217933333333	4.51870486666667	8.44254713374637	-9.00566558033979	-25.3552063321812	-20.5098651719955	ST8	glacial_like	0.22985298047806	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	369577	509	5.38008623698788	509	0	0	adequate_depth	-9.00566558033979	-25.3552063321812	-20.5098651719955	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003047152	ST8		344.5	5.44727279400518	280073	114.81	7.93794216994759	7.43764773063596	67.2	69.9	479	5.50885636982524	45.00002	4.3300006	8.47849004532337	-1.74415690133468	-3.44471769847348	-23.7520988220777	ST8	glacial_like	0.316013437351302	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	280073	479	5.50885636982524	479	0	0	adequate_depth	-1.74415690133468	-3.44471769847348	-23.7520988220777	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047153	ST8		304.5	5.60739925836781	404947	119.12	7.79046451102999	7.33859058622477	65.2	67.7	542	5.35735533716607	38.71393	4.5099502	8.96336671938132	-14.3198201763213	-10.8166517449495	-29.4195652166049	ST8	glacial_like	0.353285702871119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	404947	542	5.35735533716607	542	0	0	adequate_depth	-14.3198201763213	-10.8166517449495	-29.4195652166049	[30,40)	other	(33.4,50.5]	FALSE
LV3003047154	ST8		264.5	5.34573630819064	221684	109.23	7.39021177549831	7.09949935955701	57.6	58.9	420	5.41100325225749	35.13012	4.5282892	9.04625505944773	10.0692163161059	-2.69111592257426	-21.8363404528255	ST8	glacial_like	0.51202075681965	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	221684	420	5.41100325225749	420	0	0	adequate_depth	10.0692163161059	-2.69111592257426	-21.8363404528255	[30,40)	other	(33.4,50.5]	FALSE
LV3003047155	ST8		219.5	5.43945112163136	275074	72.49	7.76922743168544	7.19514068932708	51.8	53.7	416	5.2051646135034	30.9475	4.62	8.38311017332974	23.4142425985007	-26.9762293188888	-24.146821510915	ST8	glacial_like	0.266632593683519	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	275074	416	5.2051646135034	416	0	0	adequate_depth	23.4142425985007	-26.9762293188888	-24.146821510915	[30,40)	other	(19.1,33.4]	FALSE
LV3003047156	ST8		179.5	5.70832145146083	510882	175.93	7.76098215141717	7.30271733511231	59.1	61	666	5.72755935962286	27.1996666666667	4.75	7.84137599187233	-36.7064338759018	-38.6789484250992	-14.015407007932	ST8	glacial_like	0.348124965593416	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	510882	666	5.72755935962286	666	0	0	adequate_depth	-36.7064338759018	-38.6789484250992	-14.015407007932	[20,30)	other	(19.1,33.4]	FALSE
LV3003047158	ST8		394.5	5.29523493009519	197348	70.06	7.64631925116243	7.10187002647307	79.6	86.6	372	5.29771000398298	57.70646	4.4723876	7.06485967649701	23.9248211878839	-24.4711953568026	-13.6360310081952	ST8	glacial_like	0.285463608124404	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	197348	372	5.29771000398298	372	0	0	adequate_depth	23.9248211878839	-24.4711953568026	-13.6360310081952	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003047159	ST8		389.5	5.22751392514472	168854	81.65	7.59253397593484	7.15534420698372	80.8	84.8	362	5.35133315950927	56.7987933333333	4.41390346666667	6.86838342718166	25.6372970807752	4.33676347724693	-12.9628427230197	ST8	glacial_like	0.365435060301916	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	168854	362	5.35133315950927	362	0	0	adequate_depth	25.6372970807752	4.33676347724693	-12.9628427230197	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003047160	ST8		384.5	3.80645132324726	6403	36.23	6.28012061773137	5.99632556862128	56.6	66.2	24	2.91733029854508	55.8911266666667	4.34564506666667	6.67190717786631	98.1552381579436	-14.1021333104136	34.9551457581799	ST8	glacial_like	0.520241197614462	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6403	24	2.91733029854508	24	0	0	insufficient_for_call	98.1552381579436	-14.1021333104136	34.9551457581799	[50,60)	40-60 kya	(50.5,71.3]	TRUE
LV3003047161	ST8		379.5	3.88246761489537	7628	31.63	6.0432754104377	5.89954857303288	59.1	62	30	3.22311961846448	54.98346	4.3111578	6.47543092855096	96.121970199066	-14.4388684368415	33.5824952349643	ST8	glacial_like	0.718245656593462	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7628	30	3.22311961846448	30	0	0	low_diversity_but_saturated	96.121970199066	-14.4388684368415	33.5824952349643	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003047162	ST8		584.2	4.3912174832394	24615	24.03	7.28420540628884	6.35481829529252	49.7	51.8	53	3.25027453727623	102.698	3.87396	7.78994871915485	96.9801114701211	-12.6469761751388	33.6826168475381	ST8	interglacial_like	0.11765563164351	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	24615	53	3.25027453727623	53	0	0	low_diversity_but_saturated	96.9801114701211	-12.6469761751388	33.6826168475381	[100,110)	90-110 kya	(95.4,148]	FALSE
LV3003047164	ST8		339.5	5.28406735375224	192338	61.8	7.66119983187531	7.32178476225851	73.5	75.5	381	5.36862652228102	43.93302	4.4786604	8.37946113303367	20.7512239870454	-10.3361396195019	-23.0472921064579	ST8	glacial_like	0.457704222684571	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	192338	381	5.36862652228102	381	0	0	adequate_depth	20.7512239870454	-10.3361396195019	-23.0472921064579	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047166	ST8		299.5	5.56033831209221	363360	109.28	7.67822321344316	7.16515098582543	67.1	69.9	538	5.36680330483405	38.27343	4.4482802	9.0296517958074	-12.7871795453298	-11.5739093050501	-26.1627035084891	ST8	glacial_like	0.306851147564813	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	363360	538	5.36680330483405	538	0	0	adequate_depth	-12.7871795453298	-11.5739093050501	-26.1627035084891	[30,40)	other	(33.4,50.5]	FALSE
LV3003047167	ST8		259.5	5.28151968658108	191213	171.35	7.7423922147904	7.1535435055381	57.2	59.7	385	5.32479048232079	34.67812	4.556094	8.97459148768522	22.9347566396252	-22.4550086281747	-19.37111759892	ST8	glacial_like	0.25772186657899	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	191213	385	5.32479048232079	385	0	0	adequate_depth	22.9347566396252	-22.4550086281747	-19.37111759892	[30,40)	other	(33.4,50.5]	FALSE
LV3003047168	ST8		214.5	5.69749785953302	498307	193.15	7.7514322658807	7.37424306115769	53.7	55.4	625	5.6285276263935	30.497	4.62	8.31168442315493	-19.7735964242863	-39.8169240192326	-21.1336241896399	ST8	glacial_like	0.419576141344339	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	498307	625	5.6285276263935	625	0	0	adequate_depth	-19.7735964242863	-39.8169240192326	-21.1336241896399	[30,40)	other	(19.1,33.4]	FALSE
LV3003047169	ST8		174.5	5.74946267021869	561645	195.44	7.89648977490586	7.40460556660882	55.3	57.5	673	5.68762737702749	26.6703333333333	4.72362666666667	7.81462622496645	-33.5020599887056	-43.3028137398046	-22.7076415732368	ST8	glacial_like	0.322192762192086	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	561645	673	5.68762737702749	673	0	0	adequate_depth	-33.5020599887056	-43.3028137398046	-22.7076415732368	[20,30)	other	(19.1,33.4]	FALSE
LV3003061473	ST13		219.8	5.07696795219792	119389	32.31	7.70382346267375	6.81963368046147	67	79.3	164	3.42147912005359	117.088	3.5312	13.8380743760062	69.7067437419306	-7.26137868623121	16.1119411187293	ST13	interglacial_like	0.130560005765604	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	119389	164	3.42147912005359	164	0	0	low_diversity_but_saturated	69.7067437419306	-7.26137868623121	16.1119411187293	[110,120)	other	(95.4,148]	FALSE
LV3003061474	ST13		179.8	5.80171234048059	633449	196.45	7.79172767122205	7.56751821733182	70.5	72.6	658	5.21459367894609	77.7798	4.056606	8.28521641432076	-34.8289059574337	26.7756519018492	-11.6706857883514	ST13	glacial_like	0.596747408088441	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	633449	658	5.21459367894609	658	0	0	adequate_depth	-34.8289059574337	26.7756519018492	-11.6706857883514	[70,80)	other	(71.3,95.4]	FALSE
LV3003061475	ST13		136	5.5314022700764	339939	108.69	8.05297508831583	7.47141489530218	69.7	73.6	471	5.28070860866663	53.844	4.38936	6.25962485846197	-0.0145043943704769	2.85820708190953	-21.488993594874	ST13	glacial_like	0.262083570152226	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	339939	471	5.28070860866663	471	0	0	adequate_depth	-0.0145043943704769	2.85820708190953	-21.488993594874	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003061476	ST13		96	5.72477788597632	530612	137.29	7.9247886834773	7.53438617989142	70.2	72.2	677	5.4892140348747	37.16	4.452	9.19719729556924	-37.2010598267625	2.74117006239152	-14.3585800278713	ST13	glacial_like	0.407002886124731	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	530612	677	5.4892140348747	677	0	0	adequate_depth	-37.2010598267625	2.74117006239152	-14.3585800278713	[30,40)	other	(33.4,50.5]	FALSE
LV3003061477	ST13		50	6.35522099743865	2265796	301.74	8.09862755799564	7.92905972808118	67.8	70.8	978	5.46886547715788	16.726	4.84438	7.31209108888136	-109.681274807334	-34.2505878086752	52.797644734325	ST13	glacial_like	0.676756083515359	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2265796	978	5.46886547715788	978	0	0	adequate_depth	-109.681274807334	-34.2505878086752	52.797644734325	[10,20)	other	[0.692,19.1]	FALSE
LV3003061485	ST13		174.8	6.20613098873069	1607425	260.72	8.02018817268353	7.78071929857696	70.5	72.6	930	5.39004938223744	75.7796	4.035756	7.95056189669746	-86.2865123311766	40.4656215520635	21.5708198495941	ST13	glacial_like	0.576144105292956	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1607425	930	5.39004938223744	930	0	0	adequate_depth	-86.2865123311766	40.4656215520635	21.5708198495941	[70,80)	other	(71.3,95.4]	FALSE
LV3003061486	ST13		131	5.31657625643031	207288	128.79	7.44224598673612	7.30358342221931	68.7	70.3	312	4.62984373907256	52.105	4.32365	7.61349281773178	34.6570163435509	-3.92891128969906	-12.8873663139064	ST13	glacial_like	0.726670332177334	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	207288	312	4.62984373907256	312	0	0	adequate_depth	34.6570163435509	-3.92891128969906	-12.8873663139064	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003061488	ST13		91	5.95837368844164	908601	245.05	8.10463469173004	7.82176620379417	79.7	85.6	806	5.44431927593475	35.041	4.53631	9.03212528618341	-66.2354026445406	-19.0789281530739	0.605982459685722	ST13	glacial_like	0.521352558235492	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	908601	806	5.44431927593475	806	0	0	adequate_depth	-66.2354026445406	-19.0789281530739	0.605982459685722	[30,40)	other	(33.4,50.5]	FALSE
LV3003061489	ST13		214.8	5.45940907507892	288010	63.7	7.58665575128882	7.2734627223932	72.6	78.6	295	3.88482623338444	112.6068	3.96932	11.8540635522199	47.3914548564817	23.6401655459161	19.2592579300175	ST13	interglacial_like	0.486191049218846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	288010	295	3.88482623338444	295	0	0	adequate_depth	47.3914548564817	23.6401655459161	19.2592579300175	[110,120)	other	(95.4,148]	FALSE
LV3003061492	ST13		45	6.35344380617919	2256543	376.09	8.07642517975842	7.90576603440975	67.3	68	1061	5.72454821371316	14.437	4.37177	7.04807643625558	-117.879040435226	-40.2850578507781	54.7844417840041	ST13	glacial_like	0.675057633966992	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2256543	1061	5.72454821371316	1061	0	0	adequate_depth	-117.879040435226	-40.2850578507781	54.7844417840041	[10,20)	other	[0.692,19.1]	FALSE
LV3003061500	ST13		254.4	5.70891950003649	511586	431.27	8.13866386516462	7.70767397710451	67.8	104.6	501	5.01688536354573	148.086	4.71344	9.56141856461617	-1.72211257658819	-16.0946398680468	-14.4091574527298	ST13	glacial_like	0.370689348092469	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	511586	501	5.01688536354573	501	0	0	adequate_depth	-1.72211257658819	-16.0946398680468	-14.4091574527298	[140,150]	other	(95.4,148]	FALSE
LV3003061501	ST13		209.8	5.78053836434133	603306	182.94	7.83877559433936	7.54974745135985	65.5	68.4	572	4.62904913860665	105.5872	3.93808	8.6530138730751	-8.96754114192062	41.4617745197485	-5.43076274495458	ST13	interglacial_like	0.514010334763471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	603306	572	4.62904913860665	572	0	0	adequate_depth	-8.96754114192062	41.4617745197485	-5.43076274495458	[100,110)	90-110 kya	(95.4,148]	FALSE
LV3003061503	ST13		169.8	6.06724014951367	1167454	217.76	7.9887679119367	7.69605288825459	68.6	71.4	769	5.10528060282559	73.1472	4.20056	9.58376845577441	-60.3706831598151	30.9437842610056	-1.163065416613	ST13	glacial_like	0.509665189564377	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1167454	769	5.10528060282559	769	0	0	adequate_depth	-60.3706831598151	30.9437842610056	-1.163065416613	[70,80)	other	(71.3,95.4]	FALSE
LV3003061504	ST13		126	5.59856071842281	396789	187.42	7.98335363780004	7.62952837157611	74.4	77.1	450	4.99036769547687	50.268	4.33732	8.96741444022863	0.202646198730994	-3.28699618780833	-19.6628255926274	ST13	glacial_like	0.442766473134682	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	396789	450	4.99036769547687	450	0	0	adequate_depth	0.202646198730994	-3.28699618780833	-19.6628255926274	[50,60)	40-60 kya	(33.4,50.5]	FALSE
LV3003061505	ST13		86	5.65761510115423	454584	188.85	7.91759845542965	7.66095324782461	80.4	89.7	529	5.1400833314026	32.81	4.5838	8.67840531139984	-16.7840569659559	-17.2277899641869	-21.2954324341341	ST13	glacial_like	0.553802342183102	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	454584	529	5.1400833314026	529	0	0	adequate_depth	-16.7840569659559	-17.2277899641869	-21.2954324341341	[30,40)	other	(19.1,33.4]	FALSE
LV3003061506	ST13		40	5.68565755790552	484905	164.07	7.80338436522968	7.6821135189027	59.2	60.6	467	5.02473693220785	11.95	3.904	6.73798109507347	-0.595466087880631	-21.9800052337202	-5.53862885779921	ST13	interglacial_like	0.756361041989645	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	484905	467	5.02473693220785	467	0	0	adequate_depth	-0.595466087880631	-21.9800052337202	-5.53862885779921	[10,20)	other	[0.692,19.1]	FALSE
LV3003061513	ST13		244.8	5.32997723012551	213784	185.59	7.91332818799457	7.40856690328815	85	146.1	347	5.07662835696749	138.493	4.88014	10.3255171456423	23.1636397909296	-5.85300919782469	-7.90586460011863	ST13	glacial_like	0.312779804344974	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	213784	347	5.07662835696749	347	0	0	adequate_depth	23.1636397909296	-5.85300919782469	-7.90586460011863	[130,140)	other	(95.4,148]	FALSE
LV3003061514	ST13		204.8	6.14379333255492	1392493	311.64	7.98116089367673	7.71269697487024	64.4	66.3	945	5.62120800692466	100.6726	3.883986	7.39288790099721	-82.449263335661	55.9351026163422	30.5099844744795	ST13	interglacial_like	0.538934613396289	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1392493	945	5.62120800692466	945	0	0	adequate_depth	-82.449263335661	55.9351026163422	30.5099844744795	[100,110)	90-110 kya	(95.4,148]	FALSE
LV3003061515	ST13		164.8	6.23360826256073	1712411	490.61	7.99446936227009	7.83020944812158	71.1	73.4	984	5.68112348535857	71.0012	4.219988	9.97144024824405	-93.8751258680172	50.9325982139308	38.329156294106	ST13	glacial_like	0.685078098814753	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1712411	984	5.68112348535857	984	0	0	adequate_depth	-93.8751258680172	50.9325982139308	38.329156294106	[70,80)	other	(50.5,71.3]	FALSE
LV3003061516	ST13		121	5.65203542967092	448781	61.03	7.73440060710596	7.42902518905518	75.6	76.7	464	4.95092403884079	48.537	4.45537	8.80675928823849	-3.29350054889059	-3.09429944641163	-22.1483349271151	ST13	glacial_like	0.495022083550913	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	448781	464	4.95092403884079	464	0	0	adequate_depth	-3.29350054889059	-3.09429944641163	-22.1483349271151	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003061517	ST13		81	6.01277355162342	1029848	343.69	8.22228086343806	7.89926703157413	74.7	86	862	5.42351690508695	30.678	4.62	8.34038156140496	-74.9297929925425	-2.1720592078644	7.58702734962591	ST13	glacial_like	0.475320084066555	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1029848	862	5.42351690508695	862	0	0	adequate_depth	-74.9297929925425	-2.1720592078644	7.58702734962591	[30,40)	other	(19.1,33.4]	FALSE
LV3003061518	ST13		35	6.12170885089362	1323453	303.98	8.05896712792754	7.89745537909105	68.5	69.5	878	5.7125683571885	9.804	3.49256	6.47040385254158	-87.3209800315937	-22.4986859221559	36.6748009230525	ST13	interglacial_like	0.68942693934991	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1323453	878	5.7125683571885	878	0	0	adequate_depth	-87.3209800315937	-22.4986859221559	36.6748009230525	[0,10)	other	[0.692,19.1]	FALSE
LV3003061527	ST13		239.8	4.16577833129364	14647	28.59	6.42703356445769	5.96033518799448	57.9	60.4	49	3.11848903246255	133.7754	4.634866	11.4223768846317	93.5438715889454	-14.0777127666892	31.1732775778271	ST13	glacial_like	0.341429710774907	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	14647	49	3.11848903246255	49	0	0	low_diversity_but_saturated	93.5438715889454	-14.0777127666892	31.1732775778271	[130,140)	other	(95.4,148]	FALSE
LV3003061528	ST13		199.8	6.00765476588312	1017781	368.13	7.91732445977001	7.68825868487917	65	67.2	825	5.526465262771	95.118	3.76764	6.56201237466214	-64.8582799243469	47.2952766277726	15.2427399898982	ST13	interglacial_like	0.590111694680958	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1017781	825	5.526465262771	825	0	0	adequate_depth	-64.8582799243469	47.2952766277726	15.2427399898982	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV3003061529	ST13		156	6.00953970036519	1022208	177.08	7.96359665794011	7.63311715109313	75.1	98.8	869	5.59464357617135	66.015	4.56805	8.02667098129265	-77.7641053159702	11.4830901527162	20.4604018917925	ST13	glacial_like	0.46721899162774	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1022208	869	5.59464357617135	869	0	0	adequate_depth	-77.7641053159702	11.4830901527162	20.4604018917925	[60,70)	other	(50.5,71.3]	FALSE
LV3003061530	ST13		116	5.79855466197296	628860	117.63	7.96462210299415	7.65168379277124	82.1	91.8	417	3.61461902467479	47.046	4.38322	8.66837868071839	8.19022635819426	3.52054956074258	-19.4613229650091	ST13	glacial_like	0.486476297206786	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	628860	417	3.61461902467479	417	0	0	adequate_depth	8.19022635819426	3.52054956074258	-19.4613229650091	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003061531	ST13		76	5.99261757485742	983144	99.27	7.96551924097558	7.55234125301261	61.2	62.1	924	5.46514438496183	28.445	4.7411	7.98634449117112	-79.0764872029072	-20.9086890004571	-1.70402518935079	ST13	glacial_like	0.386208657134961	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	983144	924	5.46514438496183	924	0	0	adequate_depth	-79.0764872029072	-20.9086890004571	-1.70402518935079	[20,30)	other	(19.1,33.4]	FALSE
LV3003061533	ST13		30	5.85935509007479	723360	290.8	8.01356145799077	7.80211896562223	59.1	59.5	576	4.96619196862672	7.912	3.4156	6.23449698261132	-12.1789016108886	-27.2887198673592	0.859798233990819	ST13	interglacial_like	0.614550399020445	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	723360	576	4.96619196862672	576	0	0	adequate_depth	-12.1789016108886	-27.2887198673592	0.859798233990819	[0,10)	other	[0.692,19.1]	FALSE
LV3003061539	ST13		234.8	5.44925000669768	281351	45.25	7.89767130461597	7.05509973540713	72.6	80.9	374	4.98019913701503	130.0556	3.677784	12.6881606418456	18.6497500238336	-7.33808467527838	-9.33988704280817	ST13	interglacial_like	0.143690613165683	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	281351	374	4.98019913701503	374	0	0	adequate_depth	18.6497500238336	-7.33808467527838	-9.33988704280817	[130,140)	other	(95.4,148]	FALSE
LV3003061541	ST13		194.8	5.81170567667955	648194	185.23	7.82045640288682	7.60194564825453	67.5	69.2	596	5.13451570132319	91.09	4.0255	7.62752397756975	-20.8107264080939	23.0024362530574	-23.8272646798362	ST13	glacial_like	0.604629372468474	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	648194	596	5.13451570132319	596	0	0	adequate_depth	-20.8107264080939	23.0024362530574	-23.8272646798362	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV3003061543	ST13		151	5.92988260679173	850907	184.56	7.95566310111767	7.64923307970996	80.7	82.9	801	5.67305450848581	62.293	4.57949	7.91259892566273	-63.7349147501253	15.6246132002632	7.76848536472998	ST13	glacial_like	0.493821476510395	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	850907	801	5.67305450848581	801	0	0	adequate_depth	-63.7349147501253	15.6246132002632	7.76848536472998	[60,70)	other	(50.5,71.3]	FALSE
LV3003061544	ST13		111	5.62313346309173	419887	154.76	7.99340304207658	7.56417459566305	76.2	81.2	567	5.56085223781026	45.122	4.33366	8.48981108255027	-23.1623661438592	-2.37982499229537	-17.0201898948304	ST13	glacial_like	0.372195866908489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	419887	567	5.56085223781026	567	0	0	adequate_depth	-23.1623661438592	-2.37982499229537	-17.0201898948304	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003061545	ST13		65	5.93137395322656	853834	284.94	8.04411298971126	7.73301279929259	77.3	90.3	790	5.51780688699794	23.172	4.8514	7.63783856522009	-62.9110281833978	-37.0814366336911	-3.37874531941876	ST13	glacial_like	0.48853963710854	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	853834	790	5.51780688699794	790	0	0	adequate_depth	-62.9110281833978	-37.0814366336911	-3.37874531941876	[20,30)	other	(19.1,33.4]	FALSE
LV3003061546	ST13		25	5.82093670638072	662119	267.14	7.76199494600907	7.61502715816127	62.4	62.7	461	4.64139205752603	7.197	3.37985	6.14534613060279	15.0510290825131	-25.8405737267913	4.79508487058047	ST13	interglacial_like	0.712905900301117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	662119	461	4.64139205752603	461	0	0	adequate_depth	15.0510290825131	-25.8405737267913	4.79508487058047	[0,10)	other	[0.692,19.1]	FALSE
LV3003061555	ST13		229.8	4.57377640686517	37477	21.95	7.49529258191944	6.42722717553126	66.5	82.3	99	3.70525750262951	126.443	3.25303	13.9174660887275	83.0487964257158	-14.5767827179	22.7800321284205	ST13	interglacial_like	0.0854937653963025	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	37477	99	3.70525750262951	99	0	0	low_diversity_but_saturated	83.0487964257158	-14.5767827179	22.7800321284205	[120,130)	other	(95.4,148]	FALSE
