core	module	index	n	age_min_kyr	age_max_kyr	mean	median	sd	iqr	spearman_rho_age	spearman_p_age	scope	group_level	state	state_label	spearman_q_age
GeoB25202_R1	turquoise	MGI	26	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R1	yellow	MGI	26	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R1	green	MGI	23	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R1	brown	MGI	19	0.692	147.206	-9.73921929345583	-13.8155105579643	6.23296377607108	11.1174227450936	0.0968139891765801	0.693373243414674	sample_module	core		""	0.832047892097609
GeoB25202_R1	blue	MGI	16	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R2	grey	MGI	25	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R2	turquoise	MGI	25	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R2	yellow	MGI	25	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R2	brown	MGI	17	2.324	147.206	-10.7117477368737	-13.8155105579643	5.83878949742466	0	0.0362249991572449	0.890218971397581	sample_module	core		""	0.890218971397581
GeoB25202_R2	blue	MGI	18	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
GeoB25202_R2	green	MGI	22	0.692	147.206	-13.8155105579643	-13.8155105579643	0	0			sample_module	core		""	
ST8	grey	MFI	115	1.5215	107.683	0.206296090399288	0	2.74433551616053	0	0.00400126510610489	0.966147778321483	sample_module	core		""	0.966147778321483
ST8	green	MFI	89	1.5215	107.683	0	0	0	0			sample_module	core		""	
ST8	turquoise	MFI	115	1.5215	107.683	0	0	0	0			sample_module	core		""	
ST8	yellow	MFI	111	1.5215	107.683	0	0	0	0			sample_module	core		""	
ST8	blue	MFI	80	1.5215	106.686	0	0	0	0			sample_module	core		""	
ST8	brown	MFI	72	1.5215	104.692	-1.66252146101508	0	5.51684971737025	2.23951736519149	0.0160690742403043	0.893424005847115	sample_module	core		""	0.966147778321483
ST13	grey	MFI	48	5.659	148.086	1.10013732443498	0	3.95821745299889	1.52104495150882	-0.0833018834865885	0.573503541369928	sample_module	core		""	0.917605666191884
ST13	turquoise	MFI	48	5.659	148.086	0	0	0	0			sample_module	core		""	
ST13	yellow	MFI	48	5.659	148.086	0	0	0	0			sample_module	core		""	
