state	sample	module	core	age_kyr	state_label	index	centered	state_label_ref	state_label_source
1	LV3003047112	grey	ST8	40.0335	state_03	OAP	13.6890433649211	state_03	G-A
1	LV3003047112	blue	ST8	40.0335	state_03	OAP	13.7632943596705	state_03	G-A
1	LV3003047112	green	ST8	40.0335	state_03	OAP	155.794461069944	state_03	G-A
1	LV3003047112	brown	ST8	40.0335	state_03	OAP	-212.172748043156	state_03	G-A
1	LV3003047113	grey	ST8	36.48927	state_03	OAP	9.63027284732368	state_03	G-A
1	LV3003047113	turquoise	ST8	36.48927	state_03	OAP	-157.264293907366	state_03	G-A
1	LV3003047113	yellow	ST8	36.48927	state_03	OAP	73.2101285299039	state_03	G-A
1	LV3003047113	brown	ST8	36.48927	state_03	OAP	-254.738126831038	state_03	G-A
1	LV3003047113	blue	ST8	36.48927	state_03	OAP	4.88500376342813	state_03	G-A
1	LV3003047113	green	ST8	36.48927	state_03	OAP	324.277015597748	state_03	G-A
1	LV3003047114	green	ST8	32.3855	state_03	OAP	189.299463106025	state_03	G-A
1	LV3003047114	turquoise	ST8	32.3855	state_03	OAP	-89.5716098207711	state_03	G-A
1	LV3003047114	yellow	ST8	32.3855	state_03	OAP	30.5315958307189	state_03	G-A
1	LV3003047114	grey	ST8	32.3855	state_03	OAP	-130.259449115973	state_03	G-A
1	LV3003047117	grey	ST8	28.7616666666667	state_03	OAP	-46.0311879391943	state_03	G-A
1	LV3003047117	turquoise	ST8	28.7616666666667	state_03	OAP	-84.4851311873239	state_03	G-A
1	LV3003047117	yellow	ST8	28.7616666666667	state_03	OAP	12.2711210445854	state_03	G-A
1	LV3003047117	blue	ST8	28.7616666666667	state_03	OAP	265.050049627147	state_03	G-A
1	LV3003047117	green	ST8	28.7616666666667	state_03	OAP	204.55838296048	state_03	G-A
1	LV3003047117	brown	ST8	28.7616666666667	state_03	OAP	-351.363234505694	state_03	G-A
1	LV3003047126	turquoise	ST8	64.210824	state_03	OAP	-149.207685339501	state_03	G-A
1	LV3003047126	grey	ST8	64.210824	state_03	OAP	-131.05607327031	state_03	G-A
