sample	MEblue	MEyellow	MEturquoise	MEred	MEblack	MEpink	MEbrown	MEgreen	MEgrey
LV3003047009	0.00620435283956264	0.0116916163019659	-0.0226460126851323	-0.0838627455608237	-0.0358792043614975	-0.0508581757042109	-0.0456688492384001	0.292742028803689	0.00661100141703175
LV3003046993	-0.00806656418299298	0.0173199393979068	-0.117488879536464	0.0928963114078918	0.12870814556445	0.11109664753591	-0.0968347630080546	0.255194670902065	-0.128996223877888
LV3003046978	0.0184327491005671	0.0705088979202865	-0.11050570694266	-0.105092661001393	-0.131584303415459	-0.117274574984406	0.111286051285439	0.0192378847224176	-0.163463327549938
LV3003046965	0.0100820626549316	0.0704571443777061	-0.161868269616418	-0.0953368178832208	-0.143808421171156	-0.149767890031462	0.224445068392153	0.0100550016707565	-0.160259303683771
LV3003046949	0.0212222976635407	0.0777082479755338	-0.11337474697407	-0.093879416372357	-0.115306023994168	-0.112567526930728	0.145292455957781	-0.0530396446049119	-0.160404908242698
LV3003046936	0.0135468507391871	0.0715636097290787	-0.15703290080536	-0.10669290048332	-0.147525583490812	-0.150406851972838	0.196871946241732	-0.0244649913739349	-0.158147532414622
LV3003047145	0.0253707853079948	0.0672105481587647	-0.0429186892658117	-0.084013001914614	-0.0622445045223743	-0.0698569028296869	-0.0703850955779213	0.150903506394516	-0.0685839223163415
LV3003047132	0.0139161294547037	0.0744507395189151	-0.162272462794219	-0.0953544438802785	-0.15331825032629	-0.147344279370096	0.221058079598792	-0.0723545067432852	-0.143203061542078
LV3003047118	0.0374844916221796	0.0888646025742447	-0.110689535362985	-0.0789920036415537	-0.0999602741824033	-0.0990549148440263	0.105446061414236	-0.052745725447143	-0.175679645086375
LV3003047099	0.0314298602992511	0.0828708753699678	-0.0448352961505694	-0.0810587493961035	-0.0426125432259783	-0.0423114264997545	-0.0239493240538046	-0.0452400515504401	-0.0411875211251298
