sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	state	label
LV7008886745	GeoB25202_R2	136.2775	4.81445	10.5709554267778	-1.82703198598688	0.103204974191193	0.228952984703519	4	IG-B
LV7008886721	GeoB25202_R2	147.206	4.79734	9.36027059022222	-0.452975597277278	0.101861399443055	0.0512167127285675	4	IG-B
LV3003047044	ST8	12.078	3.93092	6.75394096788059	0.699948632978834	1.21771775315296	0.392693145811474	5	G-A
LV3003047071	ST8	26.141	4.68128	7.78787645806057	1.20094342757367	1.5231439620735	0.735930974173341	5	G-A
LV3003047169	ST8	26.6703333333333	4.72362666666667	7.81462622496645	1.89404232652728	2.24066138248099	1.2056737246448	5	G-A
LV3003047156	ST8	27.1996666666667	4.75	7.84137599187233	1.66946494636107	1.49074904914218	0.658233706657371	5	G-A
LV3003047144	ST8	27.729	4.75	7.87282431997209	2.31945799351703	2.21307645910882	0.900096142547193	5	G-A
LV3003047131	ST8	28.2453333333333	4.74509333333333	7.95468779538517	0.727927508716794	1.15010674308794	0.224892650189784	5	G-A
LV3003047117	ST8	28.7616666666667	4.73476666666667	8.03655127079825	0.432900310337661	1.1516934461551	0.383094156502252	5	G-A
LV3003047098	ST8	29.278	4.69942	8.11841474621133	0.108174781340826	1.78721060195227	0.921828328945422	5	G-A
LV3003047085	ST8	29.703	4.65267	8.18579752939511	1.48228503327718	2.5246206382777	1.33097024873307	5	G-A
LV3003047070	ST8	30.128	4.62	8.25318031257889	0.596896256797946	1.93617593733331	0.930993711282433	5	G-A
LV3003047168	ST8	30.497	4.62	8.31168442315493	1.46076393201619	1.93044088459812	1.22450855917736	5	G-A
LV3003047155	ST8	30.9475	4.62	8.38311017332974	0.281174332998013	2.54627589997554	1.2882560044532	5	G-A
LV3003047143	ST8	31.398	4.61204	8.45453592350455	0.96533997455604	2.07518225608046	0.644328738644546	5	G-A
LV3003047130	ST8	31.936	4.60128	8.53983459962896	0.36441199990482	1.53144415613348	0.542415889852939	5	G-A
LV3003047114	ST8	32.3855	4.59229	8.61110180207863	-0.101292668637635	0.706185613014156	0.0569592230066311	5	G-A
LV3003047097	ST8	32.835	4.5833	8.6823690045283	0.734937842651068	1.7198437999509	0.549804377555883	5	G-A
LV3003047084	ST8	33.276	4.58276	8.75228855131429	1.19595877180311	0.483364627038724	-0.707954546299104	5	G-A
LV3003047129	ST8	36.0373	4.450373	9.19008638473871	0.820737931892082	1.43371082738306	0.738631703160052	5	G-A
LV3003047113	ST8	36.48927	4.4548927	9.26174520006947	1.53524156663283	1.8373368476577	0.858914504756662	5	G-A
LV3003047096	ST8	36.89377	4.4589377	9.23725876185055	1.13205010342498	2.0219984115768	0.930481810120345	5	G-A
LV3003047128	ST8	39.57797	4.55	8.83334865482924	0.843624013591888	1.27503653420479	0.558387728905475	5	G-A
LV3003061559	ST13	21.069	4.90793	7.53156383007576	0.900564472191787	1.71937758695456	0.669267289363576	5	G-A
LV3003061545	ST13	23.172	4.8514	7.63783856522009	1.59497800549826	2.56595203846908	1.25778951583988	5	G-A
LV3003061531	ST13	28.445	4.7411	7.98634449117112	2.18022207420761	2.57093563834693	1.06856064945463	5	G-A
LV3003061517	ST13	30.678	4.62	8.34038156140496	1.80714048333294	1.78075687734921	0.235659376487578	5	G-A
