sample	core	age_kyr	d18O	sst	MEleiden6	MEleiden5	MEleiden3	MEleiden1	MEleiden2	MEleiden4	analysis_partition	harmonization_mode
LV3003047125	ST8	72.872	4.22744	9.79667019017442	-0.683036716743389	-0.423271865663434	-0.497279287963023	-0.53016144150568	-1.19651441194996	-0.441446098671833	training	corewise_z
LV3003047124	ST8	74.227	4.01184	8.74840765343023	-0.683036716743389	-0.323213096726923	-0.634654328254263	-0.482729943464254	-1.29987931852193	-1.34658718345296	training	corewise_z
LV3003047123	ST8	75.589	4.01479	7.91867251010661	-0.683036716743389	-0.406888572680992	-0.67804988320147	-0.50879611262296	-1.42463043670136	-1.7140492827852	training	corewise_z
LV3003047122	ST8	76.951	4.07902	8.14654944891421	-0.683036716743389	-0.396400166145159	-0.684987472791305	-0.53436991167037	-1.26079059416036	-1.41787529760755	training	corewise_z
LV3003047093	ST8	79.675	3.94875	8.33291896762292	-0.657462384529745	-0.334312685823136	0.589004738765547	-0.464813536645155	-0.540940653218722	0.415235990086341	training	corewise_z
LV3003047106	ST8	81.06375	3.818725	7.9892783476803	-0.661541762695823	-0.330308108572502	-0.516946131691366	-0.542772494766333	-1.13084309862143	-0.220884514614768	training	corewise_z
LV3003047105	ST8	82.4525	3.813575	7.94999819731899	-0.683036716743389	-0.388343111190463	-0.691972237509023	-0.54675531653838	-1.40614775992573	-1.3972016945794	training	corewise_z
LV3003047104	ST8	83.84125	3.8215875	8.14686985631632	-0.683036716743389	-0.411311874819456	-0.645439690581982	-0.530988956083492	-1.35765039231532	-1.27567919916785	training	corewise_z
LV3003047101	ST8	85.23	3.9753	8.34374151531365	-0.683036716743389	-0.415786923593594	-0.396718217876974	-0.483286134486341	-0.791134720723847	0.119188145656954	training	corewise_z
LV3003047100	ST8	86.61175	4.13341	8.5396208419164	-0.663902339220671	-0.288445154140528	0.260749556259914	-0.454851839826862	-0.534067836952408	0.477700296368218	training	corewise_z
LV3003047080	ST8	87.9935	4.110455	8.44662940914954	-0.683036716743389	-0.272103799697391	-0.0623683945843268	-0.480102943764412	-0.330989470969229	0.583028447981	training	corewise_z
LV3003047091	ST8	89.37525	4.072495	8.08112030852452	-0.683036716743389	-0.339245953577708	-0.0377307973936032	-0.478075938963643	-0.997062358684367	0.00130407477080222	training	corewise_z
