sample	MEblack	MEgreen	MEpink	MEyellow	MEred	MEturquoise	MEmagenta	MEblue	MEbrown	MEgrey
LV3003047158	-0.0512852837803471	-0.0310697900982002	-0.137500358861704	-0.0548428794913235	-0.0704276798156243	-0.0328111806362892	-0.0951803553029072	-0.007730137612637	-0.0851944261071568	-0.031976239474784
LV3003047139	-0.0548393337854217	-0.0307616487601693	-0.146063864046514	-0.0535486234277388	-0.0677509123416929	-0.0338947572893425	-0.0835506994321495	-0.00884339535478752	-0.0804042387561629	-0.0323770084149614
LV3003047150	-0.0478761635127052	-0.0217497933566712	-0.0940465307660135	-0.0494924008467872	-0.0443586426021954	-0.0053718659859712	-0.0409034946788653	0.0374700816591353	-0.00824751550853275	-0.0292040814634854
LV3003047149	-0.0548393337854217	-0.0290608323021129	-0.0450495271984906	-0.0495401252695771	-0.0704169530545834	-0.0489984027120492	-0.0414117089795151	-0.0402458202789527	-0.0745687212757764	-0.0274677508219651
LV3003047148	-0.0548393337854217	-0.0306175511467243	-0.0601244687245805	-0.0479068737433627	-0.0657036205224792	-0.0453917412694827	-0.0266241862055474	-0.0285551626299664	-0.045747350965192	-0.0169181062423977
LV3003047147	-0.0548393337854217	-0.0303633821715326	-0.0953177552791441	-0.0520897498696315	-0.0673790260675054	-0.0331873379345781	-0.0231002949587845	-0.00689964995197883	-0.0356560494317331	-0.0254921229632521
LV3003047146	-0.0348157946948053	-0.0249434769003699	-0.0552275210651447	-0.046143853417116	-0.00993267538697486	-3.81837707747164e-06	0.0135571034865267	0.0441096593523142	0.0136311248056935	-0.0249950665334222
LV3003047126	-0.0481502700463157	-0.0371337361612439	-0.0688941632717048	-0.0489328928937359	-0.074757032560639	-0.0489798085132621	-0.0491477385266271	-0.037838498988216	-0.0527475080605604	-0.0263635719038274
LV3003047138	-0.0506621187469581	-0.0345095846684983	0.0358906657760241	0.0112133693497768	-0.0635753705537128	-0.056186914172678	-0.0264216807023862	-0.0738130145546317	-0.0251588154086837	-0.0113636693087894
LV3003047137	-0.0360663258985	-0.0288149566418158	-0.0873393478745011	-0.0497958745585967	-0.0691559738918962	-0.0461271305839499	-0.0204219031210463	-0.056939608340193	-0.149429926549857	-0.0119353226854237
