state	sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	core_ord	state_inferred	harmonization_mode	state_main	state_origin	label
2	LV7008867164	GeoB25202_R2	479.4725	4.12	8.3741381706	-1.8397711071428	-0.799577775940667	0.59907716145259	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867165	GeoB25202_R2	237.0645	3.47258	10.9900902370769	-2.84071295351936	-0.688429775762392	0.579073751205082	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867168	GeoB25202_R2	332.4215	3.385785	8.28242186260714	-3.86080997160496	-1.11010111411187	0.953422007173757	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867170	GeoB25202_R2	366.9825	4.369125	6.4360447675	-0.986023071133648	-0.131550479190412	-0.194812225018068	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867171	GeoB25202_R2	374.2225	4.30885	12.282435605	-1.27045397144472	-0.194177256423331	0.470359878418338	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867172	GeoB25202_R1	381.109	4.1391	9.88112058363636	-301.602598080488	-58.4146988042091	56.078431009178	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867173	GeoB25202_R2	399.7565	3.35896	8.11914319196429	-3.40775967234812	-1.48376214897083	1.09612902928371	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867181	GeoB25202_R2	344.618	4.77854	9.39378769826667	-1.15318647868951	-0.374130423901068	-0.51734109066084	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867196	GeoB25202_R1	378.5135	4.17973	8.14138121628571	-269.337526453542	-45.8982638855105	90.1935495857327	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867197	GeoB25202_R1	395.9295	3.72282	6.60705249941667	-145.168833617471	-12.4961891037757	-33.6581242516017	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867198	GeoB25202_R2	441.7255	4.957255	5.69519935053571	-1.76493985677076	-0.434373048364755	-0.0416985373278784	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867312	GeoB25202_R1	583.6005	4.30201	8.9859429084	-104.850266672404	-3.89617811528866	80.9050899295775	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867313	GeoB25202_R2	594.5505	3.88899	9.786472645875	-2.58691064139246	-1.00569913586557	0.608462845143087	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867321	GeoB25202_R1	517.8405	4.052455	6.2340121882	-388.601693623658	-89.0972344382664	107.592966482764	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867322	GeoB25202_R2	543.5	4.455	3.41302116925	0.102038108285187	-0.307010302248496	0.0733727863870561	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867324	GeoB25202_R2	583.6005	4.30201	8.9859429084	-2.27443597622701	-1.0645885984409	0.353237612596603	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867325	GeoB25202_R1	592.112	4.01664	6.980962389	-229.877227980789	-66.9999333885203	81.4263913339954	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867326	GeoB25202_R1	599.5185	4.045925		-278.84241129338	-49.4982311480843	86.7386594218127	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867333	GeoB25202_R2	517.8405	4.052455	6.2340121882	-2.94464450642182	-0.930359329582054	0.508015500209001	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867336	GeoB25202_R1	579.598	3.64176	5.9227238689	46.9354562044521	-9.62239941393096	114.021819006468	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867337	GeoB25202_R2	592.112	4.01664	6.980962389	-2.37569880372843	-1.0463510191592	0.599738256404351	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867338	GeoB25202_R2	599.5185	4.045925		-3.46230715619805	-1.06996423803967	0.787666996567878	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867345	GeoB25202_R1	509.211	4.07688	10.0326342514	-244.869685386339	-62.8602151741577	100.270350208746	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867346	GeoB25202_R2	538.544	4.50736	3.14687621355	-1.78828757123891	-2.36171143806137	1.22725694277967	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867348	GeoB25202_R2	579.598	3.64176	5.9227238689	-1.10570969384072	-0.791522928722142	1.12162552264121	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867350	GeoB25202_R1	598.064	3.99192	12.5337193668333	-405.041236610812	-101.240090867709	122.91350160973	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867357	GeoB25202_R2	509.211	4.07688	10.0326342514	-2.59589228026891	-0.941068162639761	0.836961283329372	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867358	GeoB25202_R1	529.3005	3.98399	4.20340048935	-413.963734150496	-97.1886174844715	122.332698707448	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867360	GeoB25202_R1	573.9715	3.72772	9.9337503587	-68.9146009306194	-26.3174907869323	85.0128120745664	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867361	GeoB25202_R1	589.72	4.0844	7.6048496126	-281.38715190626	-56.136624285898	78.5440146798606	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867362	GeoB25202_R2	598.064	3.99192	12.5337193668333	-3.57232622334234	-1.18951968201848	0.923331122743244	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867369	GeoB25202_R1	494.675	3.83	7.9068880863	-233.949796913912	-55.5924124918263	87.4397822001508	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867370	GeoB25202_R2	529.3005	3.98399	4.20340048935	-3.67847602399096	-1.28076052849381	1.01004173306327	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867373	GeoB25202_R2	589.72	4.0844	7.6048496126	-1.93851420792124	-0.599443973744077	0.978371906903157	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867374	GeoB25202_R1	596.578	3.83798	12.3362642633333	-362.011627444828	-76.8976259675353	102.392064881467	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867382	GeoB25202_R1	523.7265	3.85735	5.4482039973	-227.160121785197	-22.1734523284061	49.9033209600261	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867385	GeoB25202_R1	587.2905	4.13324	10.3382550945	-163.239349823372	-10.542311608929	69.6760792114803	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867386	GeoB25202_R2	596.578	3.83798	12.3362642633333	-3.53695264589777	-1.11504648847912	0.862777779895645	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867394	GeoB25202_R2	523.7265	3.85735	5.4482039973	-1.98613798878667	-0.551670232994805	0.399970942037216	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867395	GeoB25202_R2	548.138	4.54724	9.57126603266667	-0.17060652329507	-0.450702628870925	0.174042060631331	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867397	GeoB25202_R2	587.2905	4.13324	10.3382550945	-1.6208404098913	-0.46702478501477	0.496748562239938	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867398	GeoB25202_R1	594.5505	3.88899	9.786472645875	-298.208431945445	-78.3106968537769	87.5895068980633	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008884666	GeoB25202_R1	205.616	3.7892	8.26556635888158	-191.40162671269	-23.3121386614832	-0.0356707176427513	3	2	corewise_z		inferred_extended_only	IG-D
