taxon	n_samples_non_damaged	total_reads_non_damaged	has_comp	has_ko	oap_v3	n_classes	dominant_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	light_filter_rule
S__3300013130_23	4	432	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013130_66	2	556	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013133_15	1	183	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013133_34	7	2292	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013136_52	1	106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013137_5	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013190_3	3	392	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013209_3	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013232_23	1	128	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013290_3	19	12931	TRUE	TRUE	469.846153846154	4	O2	1	0.666666666666667	0	1.25	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300013392_9	16	2342	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013493_2	2	1871	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013641_2	1	200	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013656_1	3	486	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013833_2	19	9275	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013922_2	2	326	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300013974_1	11	2405	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014048_4	1	1170	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014149_19	1	119	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014151_10	1	115	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014205_32	6	805	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014208_35	5	632	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014287_2	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014287_3	1	116	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014542_6	1	496	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014558_5	1	457	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014559_11	1	467	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014613_7	1	217	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014645_1	1	623	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014658_10	3	502	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014685_2	1	961	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014688_3	1	110	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014702_2	2	1543	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014720_15	7	815	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014760_7	1	2198	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014764_6	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014799_4	1	663	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014818_4	1	199	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014886_24	3	478	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014913_17	37	17153	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300014959_3	2	444	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300015063_1	4	753	TRUE	TRUE	637.142857142857	3	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300015158_9	6	1140	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300015171_9	1	170	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300015198_13	4	466	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300015360_59	2	518	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300015370_15	1	184	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300015370_20	1	162	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300015370_35	2	335	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300015370_56	3	3390	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017388_1	4	805	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017395_10	2	306	TRUE	TRUE	569.692307692308	4	O2	1	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017418_15	30	13172	TRUE	TRUE	350	1	ANX	0	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017418_3	22	11596	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017423_14	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017426_23	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017426_25	2	374	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017429_13	17	3223	TRUE	FALSE	-244	1	CH4	0	0	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017429_3	5	608	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017429_9	5	1685	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017431_20	62	25901	TRUE	TRUE	-231.727272727273	2	SO4	0	0.333333333333333	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017437_5	5	711	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017441_11	2	485	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017441_13	62	180068	TRUE	TRUE	405.2	2	O2	1	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017441_4	34	12201	TRUE	TRUE	375.038461538462	3	O2	1	0.333333333333333	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017441_9	1	254	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017444_29	4	885	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017444_33	12	26342	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017444_58	1	184	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017444_68	4	783	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017444_74	2	432	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017444_8	2	292	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017449_7	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017452_6	27	12341	TRUE	TRUE	375.038461538462	3	O2	1	0.333333333333333	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017458_5	1	112	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017458_7	2	317	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017470_23	2	456	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017470_3	6	2627	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017470_30	2	248	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017477_4	12	9662	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017477_6	196	1066510	TRUE	FALSE	-244	1	CH4	0	0	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017477_9	7	3811	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017498_46	1	108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017526_42	17	3268	TRUE	FALSE	-244	1	CH4	0	0	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017532_16	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017532_36	12	3166	TRUE	TRUE	118.4	2	NO3	0	0	0.333333333333333	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017540_7	4	846	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017646_15	2	229	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017649_6	5	1299	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017788_19	1	116	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017929_23	26	9227	TRUE	FALSE	-244	1	CH4	0	0	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017931_19	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017960_10	5	3624	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017960_17	6	2952	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017960_26	1	131	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017963_35	1	4233	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017971_63	3	336	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017974_16	1	159	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017987_64	14	2644	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017989_35	1	118	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017989_66	18	3612	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017990_53	2	259	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017991_18	9	1524	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017991_20	55	15611	TRUE	FALSE	-244	1	CH4	0	0	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017991_23	11	1714	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017991_24	20	5319	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300017991_54	3	737	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017991_79	1	109	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017991_94	1	149	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017992_27	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017992_49	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300017992_52	8	1702	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018020_37	2	286	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018065_15	7	828	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018065_26	1	148	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018080_20	17	2727	TRUE	FALSE	-244	1	CH4	0	0	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300018080_28	8	1143	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018080_31	1	595	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018080_44	30	6484	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018080_79	4	740	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018839_8	2	230	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018906_2	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300018933_8	4	483	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300019135_4	1	140	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300019458_15	2	241	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300019458_28	21	5766	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300019458_7	3	454	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300019487_23	5	1507	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300019487_30	1	149	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300019752_5	1	231	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300019767_3	1	182	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020054_16	4	1171	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020056_15	1	106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020083_79	2	319	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020139_32	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020153_27	3	744	TRUE	TRUE	442.883116883117	5	O2	1	0.333333333333333	0.4	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300020186_19	7	1009	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020186_21	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020187_17	1	135	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300020192_20	2	217	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020195_8	1	235	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020197_37	9	2062	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300020201_32	1	109	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020213_34	2	283	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020214_35	1	115	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020214_42	2	308	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020220_42	1	138	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020220_60	10	2168	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020253_4	3	968	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300020254_3	1	160	TRUE	TRUE	405.2	2	O2	1	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300020262_3	162	2227016	TRUE	TRUE	128.804878048781	4	NO3	0	1	0.4	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300020262_32	71	46636	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020263_9	11	6773	TRUE	TRUE	-217	1	SO4	0	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300020275_10	1	383	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300020300_16	34	458344	TRUE	TRUE	26	2	ANX	0	0	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
