taxon	n_samples_non_damaged	total_reads_non_damaged	has_comp	has_ko	oap_v3	n_classes	dominant_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	light_filter_rule
S__3300027323_3	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027323_8	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027327_10	11	5392	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027332_1	2	224	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027386_22	9	1516	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027386_23	8	1315	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027412_7	1	141	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027498_16	3	1512	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027498_19	1	167	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027515_17	2	442	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027515_19	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027515_4	9	1481	TRUE	TRUE	371.671641791045	4	O2	1	0.333333333333333	0.4	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027515_6	2	298	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027532_14	3	620	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027536_15	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027536_2	1	113	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027536_5	2	485	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027554_24	1	116	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027555_14	1	150	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027555_7	2	609	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027561_2	37	16416	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027561_4	2	1319	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027561_8	3	2602	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027582_3	9	1324	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027592_17	2	309	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027592_33	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027592_40	1	105	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027594_7	1	101	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027607_14	10	1626	TRUE	TRUE	506	3	O2	1	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027607_15	32	31901	TRUE	TRUE	474.714285714286	3	O2	1	0.333333333333333	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027607_24	1	192	TRUE	TRUE	712.727272727273	3	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027607_27	2	215	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027607_7	1	105	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027622_6	7	5631	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027639_2	5	1907	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027649_19	1	105	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027653_10	1	717	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027668_17	5	619	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027677_4	4	1737	TRUE	TRUE	-217	1	SO4	0	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_11	24	12117	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_13	19	6525	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_16	15	8343	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_19	3	386	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_46	13	2063	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_49	9	1317	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_7	96	131884	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027685_9	5	975	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027690_29	7	841	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027690_37	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027690_53	4	595	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027690_70	3	3611	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027696_6	1	160	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027700_11	9	2851	TRUE	TRUE	405.2	2	O2	1	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027700_39	5	678	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027706_13	1	374	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027706_22	11	6726	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027706_41	2	244	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027706_47	3	410	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027706_52	5	851	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027709_24	9	1664	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027711_19	1	155	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027721_3	1	110	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027723_9	2	1169	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027742_41	4	490	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027743_16	8	989	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027751_8	1	109	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027752_20	2	278	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027755_21	3	716	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027755_35	2	215	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027760_22	2	210	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027766_9	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027770_3	3	314	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027773_101	1	235	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027773_27	1	111	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027773_52	5	1374	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027784_38	2	264	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027790_23	2	373	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027790_46	2	237	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027790_47	1	130	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027790_7	2	245	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027791_22	1	122	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027796_14	1	220	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027801_17	1	157	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027801_18	7	944	TRUE	TRUE	350	1	ANX	0	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027804_84	1	119	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027810_20	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027810_7	26	347932	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027814_3	34	92436	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027815_11	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027815_13	6	882	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027815_18	3	403	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027815_42	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027815_60	1	163	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027815_68	1	126	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027816_12	1	131	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_26	88	65834	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_28	11	1596	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_33	5	807	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_39	3	321	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_54	1	171	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_66	6	720	TRUE	TRUE	712.727272727273	3	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_68	1	110	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_70	2	262	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_71	1	112	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027819_74	2	217	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027820_10	1	121	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027820_11	4	532	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027820_28	1	129	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027820_30	6	8877	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027822_13	3	581	TRUE	TRUE	295.220779220779	4	O2	1	0.666666666666667	0.4	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027822_35	4	623	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027822_57	1	475	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027827_15	2	351	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027828_20	1	833	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027828_24	1	101	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027828_45	13	3009	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027828_53	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027828_59	5	3377	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027832_13	3	600	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027832_21	2	212	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027832_31	11	1796	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027832_33	12	3633	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027832_61	1	640	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027833_15	1	1241	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027833_28	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027834_23	1	166	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027834_37	6	850	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027835_30	36	24849	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027835_36	1	761	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027835_58	10	2752	TRUE	TRUE	518.6	3	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027838_20	7	7914	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027838_22	22	6272	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027838_32	26	14320	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027838_49	14	2308	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027838_9	24	13423	TRUE	TRUE	405.2	2	O2	1	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027839_11	6	1795	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027839_20	13	5774	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027839_4	19	8517	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027839_47	25	8335	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027839_61	14	7681	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027839_78	1	111	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027839_93	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027843_17	2	402	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027844_103	3	571	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027844_19	7	1204	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027844_32	23	8390	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027844_41	17	4196	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027844_54	8	1781	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027844_59	13	2741	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_32	4	872	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_4	15	6704	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_45	16	8302	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_49	20	5224	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_58	14	6348	TRUE	TRUE	66.5	2	ANX	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_66	1	105	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_85	2	281	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027847_9	3	464	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027848_18	6	1094	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027849_15	2	270	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027850_15	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027852_20	8	4484	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027852_22	9	2768	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027852_29	1	101	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027852_34	6	58940	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027856_14	4	11723	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027858_14	4	1144	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027858_23	30	8943	TRUE	TRUE	-224.714285714286	2	CH4	0	1	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027858_28	23	12983	TRUE	TRUE	-244	1	CH4	0	0	0.5	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027858_40	2	328	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027858_46	11	2523	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027863_23	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027863_324	2	231	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027863_38	4	764	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027865_13	3	1025	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027867_10	3	502	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027867_6	4	683	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027868_11	1	118	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027868_13	8	3610	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027881_18	3	11543	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027885_8	1	110	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027888_26	182	333892	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027888_51	3	392	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027893_135	16	3537	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027893_138	31	9680	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027893_57	15	5897	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027893_67	1	800	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027893_72	118	154400	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027893_76	84	85632	TRUE	FALSE	-244	1	CH4	0	0	0.5	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027893_95	2	604	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027894_14	2	311	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027895_9	2	222	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027896_13	2	391	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027896_32	2	262	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027897_31	1	142	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027897_38	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027897_58	2	366	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027897_59	2	288	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027899_5	6	1441	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027900_31	2	658	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027900_45	2	245	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027900_90	1	151	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027901_24	1	258	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027906_4	8	2873	TRUE	TRUE	529.818181818182	2	O2	1	0	0.375	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027907_20	1	144	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027909_55	2	1478	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027917_40	11	8266	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027917_59	5	1609	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027917_60	1	109	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027917_64	9	4924	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027917_85	9	3127	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027950_1	53	108312	TRUE	TRUE	518.6	3	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027951_11	18	6416	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027951_22	4	801	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027956_4	3	667	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027961_10	10	2438	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027961_4	16	13960	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027962_15	4	616	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027965_29	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027965_32	1	115	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027965_37	3	566	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027968_29	4	574	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027968_33	4	964	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027968_36	1	121	TRUE	TRUE	518.6	3	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027968_58	8	1698	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027972_6	3	380	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027975_9	1	165	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027976_21	6	882	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027976_22	27	8908	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027976_46	1	105	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300027979_19	3	774	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027979_23	1	123	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027979_9	68	28380	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027980_10	1	267	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027980_25	1	125	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027980_50	1	1141	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027980_55	2	428	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300027997_10	2	449	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028028_11	7	872	TRUE	TRUE	-24.6666666666667	2	NO3	0	1	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300028028_23	1	112	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028028_31	8	2755	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028115_41	1	116	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028162_16	6	838	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028162_9	17	4756	TRUE	TRUE	-230.5	2	SO4	0	0.333333333333333	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300028168_6	139	164805	TRUE	TRUE	-230.5	2	SO4	0	0.333333333333333	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300028168_7	7	872	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028177_4	1	211	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028193_21	4	614	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028193_38	67	29224	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028399_14	16	2994	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028399_15	2	315	TRUE	TRUE	569.692307692308	4	O2	1	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__3300028399_21	5	3288	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028399_28	4	718	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028399_54	1	110	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
