sample	MEbrown	MEgreenyellow	MEblue	MEgreen	MEred	MEtan	MEmagenta	MEpurple	MEpink	MEyellow	MEblack	MEturquoise	MEgrey
LV3003047152	0.0218487120818121	-0.0162391750459958	-0.0463000965262786	-0.060692110840307	0.00827959009958328	-0.0481073430454828	-0.034256864457204	-0.0453293382804375	-0.0317872320583472	-0.0362142118459617	-0.0346113936328217	-0.0374192422916962	-0.0483250182229995
LV3003047140	-0.00972344986649611	-0.00583526861778931	0.0910672374095268	0.0455722760950567	0.0146776513330734	0.0625878137321466	0.0467159331185076	0.0991557620749916	0.130507723954789	0.0954095819340161	0.125431126940082	0.13336510001158	0.13716918533161
LV3003047127	-0.0583563771863078	-0.0941190279921999	-0.0185734013304299	-0.0460088159717498	-0.0808203607604692	-0.0348427497931563	-0.040285402757713	-0.00939943937334777	0.0196150161462488	-0.000169938496301641	0.00135638588680324	0.00479688714647871	-0.00751911008926583
LV3003047110	-0.00664835915697964	-0.0894810967381922	-0.0401119335677947	-0.0651618400650835	-0.0456988245521733	-0.0332425765612815	-0.0554677995640312	-0.033319772697678	-0.0180956627978895	-0.0242697417917926	-0.0160066864768965	-0.0230083373025827	-0.0289590542162245
LV3003047094	0.0302067614553826	0.00272711190475808	-0.0224976310197987	-0.0361544272457253	-0.0339222385123152	-0.0346433332391532	0.00885609835297288	-0.0212663224064036	-0.0100154978965002	-0.0176972450608886	-0.00807765447162587	-0.00859404024382906	0.000579775539264869
LV3003047081	-0.0608814245578101	-0.0850741272170715	-0.0931615562167195	-0.0950791835055549	-0.0159109925950944	-0.0981976836043424	-0.08355162056911	-0.0982138362246036	-0.101147649231048	-0.0838430462992988	-0.083185432931581	-0.0980402496996421	-0.119721841489063
LV3003047065	-0.0667684990857797	-0.0908207900979571	-0.0171016524284695	-0.0428527298483086	-0.0777488876129903	-0.0297374472185341	-0.0434027938556331	-0.0056294398687721	0.00638291841433152	0.00889614265147722	-0.00308940209266556	0.00516061833873106	-0.00907571296591003
LV3003047161	-0.0568630297346476	0.0195389485172034	0.125423083314466	0.0744022359993214	0.0235087956246502	0.0926823141428236	0.0735890378560821	0.132686457540175	0.167014026455339	0.12587496112926	0.163755521364968	0.174415126968999	0.180228567584743
LV3003047160	-0.0662661316607846	0.0195389485172034	0.126054691283015	0.0744022359993214	0.0215388804292141	0.0926823141428236	0.0735890378560821	0.132686457540175	0.168021782161259	0.12587496112926	0.163755521364968	0.174411498002245	0.181407827842773
LV3003047159	0.00805297147605677	-0.0188566293358876	-0.0344413515595943	-0.0522137532568246	-0.0378535297438075	-0.050492189552853	-0.0115017599291455	-0.00391852214349046	-0.0109724113043188	-0.0183994709374393	-0.0106037980681858	-0.0140364042205554	-0.0273670731207152
LV3003047158	-0.0330870241641224	-0.0937333710600714	-0.039049430757285	-0.0679413664472356	0.0142776917563629	0.00518148366938586	-0.0670077691050888	-0.0427420522516469	-0.0290988505425664	-0.0316444635934222	-0.0320666378278583	-0.0296583308761905	-0.0606615256114273
LV3003047139	0.020772312875298	-0.0437530977918151	-0.00171745970578872	-0.0320332173831417	0.0479125539240806	0.0173576197876303	-0.0358327704888337	-0.00384370407278578	0.0145398187904573	0.00461679358221059	0.00770639408153573	0.0133080392593697	-0.00277082435703698
