taxon	samples_present	total_counts	max_count	mean_count_when_present	pct_low_samples_present	domain	phylum	functional_group	signal_source	tea_primary	confidence_score	module_completeness_detail
S__3300002239_5	6	1756	454	292.666666666667	22.2222222222222	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCF_003326015.1	6	1558	648	259.666666666667	22.2222222222222	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_905618915.1	6	1454	488	242.333333333333	22.2222222222222	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0;W00010:1;W00011:0.5
S__GCA_905182715.1	6	1412	357	235.333333333333	22.2222222222222	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_016783345.1	6	1124	294	187.333333333333	22.2222222222222	d__Bacteria	p__BS750m-G34	Unknown	uncertain	Unknown	0.1	""
S__TARA_ARC_108_MAG_00043	6	1074	303	179	22.2222222222222	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_016784735.1	6	1073	212	178.833333333333	22.2222222222222	d__Bacteria	p__Planctomycetota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_002862985.1	6	1035	253	172.5	22.2222222222222	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_013203245.1	6	950	276	158.333333333333	22.2222222222222	d__Archaea	p__Thermoproteota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0;W00008:0.33;W00010:1;W00011:0.25
S__GCA_905181655.1	6	949	352	158.166666666667	22.2222222222222	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905478585.1	6	907	319	151.166666666667	22.2222222222222	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300026264_29	6	894	203	149	22.2222222222222	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_905182795.1	6	849	198	141.5	22.2222222222222	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300020389_17	6	833	198	138.833333333333	22.2222222222222	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_004124475.1	5	8520	4837	1704	18.5185185185185	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300005253_25	5	7422	2942	1484.4	18.5185185185185	d__Bacteria	p__Aerophobota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0
S__GCA_002335045.1	5	4003	2258	800.6	18.5185185185185	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_003229345.1	5	1947	1305	389.4	18.5185185185185	d__Bacteria	p__Nitrospinota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_016777365.1	5	1670	911	334	18.5185185185185	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__IMGVR_UViG_GVMAG-M-3300023179-21_000001	5	1450	456	290	18.5185185185185	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__3300027668_18	5	1336	458	267.2	18.5185185185185	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300026087_19	5	1270	392	254	18.5185185185185	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCF_014279835.1	5	1207	473	241.4	18.5185185185185	d__Bacteria	p__Cyanobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_905480095.1	5	1167	342	233.4	18.5185185185185	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__TARA_ARC_108_MAG_00074	5	1156	368	231.2	18.5185185185185	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002862205.1	5	1135	423	227	18.5185185185185	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300025798_6	5	1060	320	212	18.5185185185185	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_012960345.1	5	972	331	194.4	18.5185185185185	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__3300025232_4	5	959	315	191.8	18.5185185185185	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_000402075.1	5	949	298	189.8	18.5185185185185	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300027771_26	5	945	298	189	18.5185185185185	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_905616395.1	5	927	264	185.4	18.5185185185185	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.12
S__GCA_003509045.1	5	890	233	178	18.5185185185185	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__TARA_ARC_108_MAG_00181	5	888	318	177.6	18.5185185185185	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300027687_10	5	748	219	149.6	18.5185185185185	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300025243_6	5	723	199	144.6	18.5185185185185	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88
S__GCA_905182065.1	5	711	189	142.2	18.5185185185185	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_ARC_108_MAG_00205	5	709	163	141.8	18.5185185185185	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027847_4	5	672	228	134.4	18.5185185185185	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__GCA_018674955.1	5	598	156	119.6	18.5185185185185	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_015492195.1	4	2698	1591	674.5	14.8148148148148	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_004356925.1	4	2551	1038	637.75	14.8148148148148	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__3300000322_5	4	1571	611	392.75	14.8148148148148	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_002499365.1	4	1453	808	363.25	14.8148148148148	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__3300027700_11	4	1391	467	347.75	14.8148148148148	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_902514095.1	4	1372	672	343	14.8148148148148	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300024431_6	4	1235	701	308.75	14.8148148148148	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:1;W00010:0;W00011:0.62
S__TARA_MED_95_MAG_00207	4	1176	651	294	14.8148148148148	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_008638035.1	4	1108	666	277	14.8148148148148	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_015222795.1	4	1084	465	271	14.8148148148148	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_008975185.1	4	1050	592	262.5	14.8148148148148	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014239335.1	4	1028	665	257	14.8148148148148	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.25
S__GCA_009392435.1	4	889	382	222.25	14.8148148148148	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_009937305.1	4	862	346	215.5	14.8148148148148	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0.33;W00010:1;W00011:0.25
S__3300027791_18	4	824	335	206	14.8148148148148	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_008974985.1	4	800	367	200	14.8148148148148	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__3300005613_10	4	766	237	191.5	14.8148148148148	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_004356405.1	4	759	356	189.75	14.8148148148148	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__3300017441_13	4	716	228	179	14.8148148148148	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCA_002328865.1	4	710	242	177.5	14.8148148148148	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_011049595.1	4	709	288	177.25	14.8148148148148	d__Bacteria	p__Spirochaetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_905182565.1	4	683	261	170.75	14.8148148148148	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_905182885.1	4	643	235	160.75	14.8148148148148	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_016869675.1	4	641	232	160.25	14.8148148148148	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.88
S__GCA_012961035.1	4	635	199	158.75	14.8148148148148	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88
S__GCA_016210855.1	4	622	203	155.5	14.8148148148148	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__GCA_013390745.1	4	615	218	153.75	14.8148148148148	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__TARA_ARC_108_MAG_00055	4	614	177	153.5	14.8148148148148	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62
S__GCA_004195715.1	4	613	227	153.25	14.8148148148148	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_014240055.1	4	613	263	153.25	14.8148148148148	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_014238785.1	4	609	159	152.25	14.8148148148148	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018675705.1	4	604	234	151	14.8148148148148	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_001643555.1	4	601	181	150.25	14.8148148148148	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__3300020303_5	4	577	183	144.25	14.8148148148148	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__TARA_ARC_108_MAG_00010	4	572	166	143	14.8148148148148	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300027685_7	4	566	215	141.5	14.8148148148148	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCF_002836255.1	4	565	180	141.25	14.8148148148148	d__Bacteria	p__Proteobacteria	Denitrification	particle_associated	NO3-	0.99	M00530:1
S__GCA_002816875.1	4	519	185	129.75	14.8148148148148	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_018672475.1	4	499	168	124.75	14.8148148148148	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_012966015.1	4	498	162	124.5	14.8148148148148	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_000213395.2	4	491	132	122.75	14.8148148148148	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905182165.1	4	457	145	114.25	14.8148148148148	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_014238335.1	4	446	123	111.5	14.8148148148148	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.38
S__3300011118_20	3	1349	659	449.666666666667	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300026108_4	3	1100	761	366.666666666667	11.1111111111111	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_905479165.1	3	1079	647	359.666666666667	11.1111111111111	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_PON_109_MAG_00083	3	1060	576	353.333333333333	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_003526595.1	3	927	543	309	11.1111111111111	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_002313235.1	3	828	349	276	11.1111111111111	d__Bacteria	p__Gemmatimonadota	Unknown	uncertain	Unknown	0.1	""
S__GCA_012959215.1	3	811	549	270.333333333333	11.1111111111111	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027622_6	3	806	322	268.666666666667	11.1111111111111	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCF_000153485.2	3	703	306	234.333333333333	11.1111111111111	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300026084_20	3	621	338	207	11.1111111111111	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_018646525.1	3	588	337	196	11.1111111111111	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__TARA_ARC_108_MAG_00033	3	582	344	194	11.1111111111111	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_002686855.1	3	571	335	190.333333333333	11.1111111111111	d__Archaea	p__Nanoarchaeota	Symbiont_DPANN	uncertain	Host-dependent	0.7	""
S__3300024353_52	3	569	204	189.666666666667	11.1111111111111	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__3300025892_34	3	561	271	187	11.1111111111111	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_018695965.1	3	546	257	182	11.1111111111111	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300024433_12	3	515	185	171.666666666667	11.1111111111111	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_018661385.1	3	515	205	171.666666666667	11.1111111111111	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.88
S__3300001683_4	3	476	264	158.666666666667	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_016765295.1	3	467	225	155.666666666667	11.1111111111111	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905182835.1	3	462	234	154	11.1111111111111	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.5;W00008:0;W00010:1;W00011:0.75
S__GCA_001766965.1	3	452	188	150.666666666667	11.1111111111111	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_014383215.1	3	449	191	149.666666666667	11.1111111111111	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_012965955.1	3	447	179	149	11.1111111111111	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002695115.1	3	439	180	146.333333333333	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_015659515.1	3	429	174	143	11.1111111111111	d__Bacteria	p__Proteobacteria	Nitrification_AOB	pelagic_export	O2	0.895	M00528:0.5
S__3300024516_24	3	417	195	139	11.1111111111111	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_002726085.1	3	406	146	135.333333333333	11.1111111111111	d__Bacteria	p__Acidobacteriota	Denitrification	particle_associated	NO3-	0.9425	M00530:0.75
S__3300025721_23	3	402	172	134	11.1111111111111	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_003230615.1	3	397	154	132.333333333333	11.1111111111111	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_905618905.1	3	388	161	129.333333333333	11.1111111111111	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905182495.1	3	384	143	128	11.1111111111111	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_015658865.1	3	382	143	127.333333333333	11.1111111111111	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_004357655.1	3	379	147	126.333333333333	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__TARA_ARC_108_MAG_00053	3	377	138	125.666666666667	11.1111111111111	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_009937425.1	3	375	133	125	11.1111111111111	d__Bacteria	p__Proteobacteria	Denitrification	particle_associated	NO3-	0.9425	M00530:0.75
S__GCA_009936995.1	3	373	136	124.333333333333	11.1111111111111	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_018658605.1	3	372	138	124	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_011053245.1	3	366	150	122	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__3300020330_9	3	363	140	121	11.1111111111111	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__3300027838_66	3	360	145	120	11.1111111111111	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_009887135.1	3	357	139	119	11.1111111111111	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_012964085.1	3	354	136	118	11.1111111111111	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300010316_3	3	351	127	117	11.1111111111111	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_MED_95_MAG_00401	3	338	120	112.666666666667	11.1111111111111	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.25
S__GCA_002726245.1	3	336	121	112	11.1111111111111	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.25
S__TARA_SOC_NCLDV_00026	3	324	122	108	11.1111111111111	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__GCF_013390125.1	2	2592	2459	1296	7.40740740740741	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_905478765.1	2	1083	839	541.5	7.40740740740741	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_004376185.1	2	887	649	443.5	7.40740740740741	d__Bacteria	p__Aerophobota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_002335055.1	2	834	582	417	7.40740740740741	d__Bacteria	p__Campylobacterota	Unknown	uncertain	Unknown	0.1	""
S__GCF_010078385.1	2	772	535	386	7.40740740740741	d__Bacteria	p__Firmicutes	Nitrite_oxidation_NOB	pelagic_export	O2	0.9425	M00529:0.75;M00804:0.33
S__GCA_004357035.1	2	615	412	307.5	7.40740740740741	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_905480315.1	2	613	429	306.5	7.40740740740741	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300027752_30	2	602	308	301	7.40740740740741	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_004124295.1	2	559	340	279.5	7.40740740740741	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_003978185.1	2	534	328	267	7.40740740740741	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_905181925.1	2	523	306	261.5	7.40740740740741	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002699665.1	2	515	306	257.5	7.40740740740741	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_004124875.1	2	514	333	257	7.40740740740741	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002733285.1	2	503	266	251.5	7.40740740740741	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_ARC_108_MAG_00026	2	501	301	250.5	7.40740740740741	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__3300027801_51	2	473	300	236.5	7.40740740740741	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_902515565.1	2	469	276	234.5	7.40740740740741	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_003645435.1	2	457	275	228.5	7.40740740740741	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__GCA_002816585.1	2	449	293	224.5	7.40740740740741	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__TARA_ARC_108_MAG_00044	2	442	319	221	7.40740740740741	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300027048_7	2	430	322	215	7.40740740740741	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300027788_44	2	429	239	214.5	7.40740740740741	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.5;W00008:0;W00010:1;W00011:0.38
S__GCF_000170755.1	2	402	274	201	7.40740740740741	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_018608505.1	2	399	279	199.5	7.40740740740741	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300027847_15	2	396	227	198	7.40740740740741	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_018668355.1	2	392	292	196	7.40740740740741	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
