state	state_label	module	index	n_rows	n_samples	mean	median	sd	iqr	cv	centered_mean	centered_median	specialization_abs_centered_mean	mean_module_abundance	state_label_source
4	state_02	leiden6	MGI	43	43	-13.8155105579643	-13.8155105579643	0	0	0	0	0	0	0.00596829470371623	IG-B
4	state_02	grey	MFI	37	37	0	0	0	0		-0.176157716826759	0	0.176157716826759	0.0135346366824498	IG-B
4	state_02	leiden1	MFI	48	48	0	0	0	0		-0.13578824005396	0	0.13578824005396	0.0171645030191697	IG-B
4	state_02	leiden2	MFI	48	48	0	0	0	0		-0.13578824005396	0	0.13578824005396	0.178783196387032	IG-B
4	state_02	leiden3	MFI	48	48	0	0	0	0		-0.13578824005396	0	0.13578824005396	0.0394947657329019	IG-B
4	state_02	leiden4	MFI	48	48	0	0	0	0		-0.13578824005396	0	0.13578824005396	0.736416267047875	IG-B
4	state_02	leiden5	MFI	46	46	0.991844536046315	0	3.25382286961946	0	3.28057750117758	0.85015245946827	0	0.85015245946827	0.0128493781050764	IG-B
4	state_02	leiden6	MFI	43	43	0	0	0	0		-0.151577570292792	0	0.151577570292792	0.00596829470371623	IG-B
4	state_02	grey	DCI	37	37	-1.0424236308864	0	6.44192975871399	0.10404385977308	6.1797618241216	2.34165040172669	2.55011003472154	4.59753022487837	0.0135346366824498	IG-B
4	state_02	leiden1	DCI	48	48	-4.32174965820409	-2.27670492160545	5.76159636225182	4.4419352411779	1.3331629126908	-1.01192500765888	0.797698004555969	3.77512310735643	0.0171645030191697	IG-B
4	state_02	leiden2	DCI	48	48	-0.186181389132515	-0.106769100010065	0.620851851521537	0.778540873551991	3.33466118399002	3.1236432614127	2.84455879088711	3.32670332514526	0.178783196387032	IG-B
4	state_02	leiden3	DCI	48	48	-4.48645244748873	-1.55196606246885	5.97142279883199	11.1568922012664	1.33098987869011	-1.17662779694352	0.244094345614924	4.47958415843596	0.0394947657329019	IG-B
4	state_02	leiden4	DCI	48	48	-2.14187978644001	-2.09407427389451	0.399129955713442	0.37037810416555	0.186345638182071	1.16794486410521	1.08166753370098	2.20633012985249	0.736416267047875	IG-B
4	state_02	leiden5	DCI	46	46	-8.42295430211064	-12.6877804262796	7.39432409806676	12.7220891469969	0.877877741330483	-5.03951468018473	-7.57128251872937	6.97885997974468	0.0128493781050764	IG-B
4	state_02	leiden6	DCI	43	43	-2.35365130735892	-1.23683544179927	7.79090552374149	2.7616234970834	3.31013582996873	1.02862593071315	2.18606917231	5.56459939176608	0.00596829470371623	IG-B
4	state_02	grey	MII	37	37	-5.72171782232916	-2.07996957126176	6.23578683915374	12.3801432663286	1.0898452235478	-2.61026772693475	0.154387341399314	4.09765967855575	0.0135346366824498	IG-B
4	state_02	leiden1	MII	48	48	-2.65517592344508	-2.11957942031048	2.66689729450415	0.93307567073532	1.00441453651171	0.49563195762326	0.679538825567754	1.71709731460084	0.0171645030191697	IG-B
